mmsi,timestamp,sim_hours,latitude,longitude,sog_kn,cog_deg,heading_deg,nav_status,vessel_type,vessel_length,vessel_width,draught,source,is_observed
417500134,2026-01-18T16:56:15Z,328.9377,36.635768,20.723275,6.85,230.9,230.9,Interpolated,Fishing,28.9,4.6,2.0,interpolation,False
417500134,2026-01-18T17:00:46Z,329.013,36.630354,20.715152,6.85,230.9,226.8,UnderWayUsingEngine,Fishing,28.9,4.6,2.0,AIS-terrestrial,True
417500134,2026-01-18T17:01:15Z,329.021,36.629775,20.714284,6.85,230.9,230.9,Interpolated,Fishing,28.9,4.6,2.0,interpolation,False
417500134,2026-01-18T17:06:15Z,329.1043,36.623783,20.705294,6.85,230.9,230.9,Interpolated,Fishing,28.9,4.6,2.0,interpolation,False
417500134,2026-01-18T17:09:04Z,329.1511,36.620417,20.700243,6.85,230.9,234.0,UnderWayUsingEngine,Fishing,28.9,4.6,2.0,AIS-terrestrial,True
417500134,2026-01-18T17:11:15Z,329.1877,36.617791,20.696303,6.85,230.9,230.9,Interpolated,Fishing,28.9,4.6,2.0,interpolation,False
417500134,2026-01-18T17:16:15Z,329.271,36.611798,20.687312,6.85,230.9,230.9,Interpolated,Fishing,28.9,4.6,2.0,interpolation,False
417500134,2026-01-18T17:17:49Z,329.2972,36.609915,20.684487,6.85,230.9,237.5,UnderWayUsingEngine,Fishing,28.9,4.6,2.0,AIS-terrestrial,True
417500134,2026-01-18T17:21:15Z,329.3543,36.605806,20.678322,6.85,230.9,230.9,Interpolated,Fishing,28.9,4.6,2.0,interpolation,False
417500134,2026-01-18T17:23:35Z,329.3933,36.603007,20.674122,6.85,230.9,229.9,UnderWayUsingEngine,Fishing,28.9,4.6,2.0,AIS-terrestrial,True
417500134,2026-01-18T17:26:15Z,329.4377,36.599813,20.669331,6.85,230.9,230.9,Interpolated,Fishing,28.9,4.6,2.0,interpolation,False
417500134,2026-01-18T17:31:15Z,329.521,36.593821,20.66034,6.85,230.9,230.9,Interpolated,Fishing,28.9,4.6,2.0,interpolation,False
417500134,2026-01-18T17:33:38Z,329.5606,36.590973,20.656068,6.85,230.9,230.3,UnderWayUsingEngine,Fishing,28.9,4.6,2.0,AIS-terrestrial,True
417500134,2026-01-18T17:36:15Z,329.6043,36.587829,20.65135,6.85,230.9,230.9,Interpolated,Fishing,28.9,4.6,2.0,interpolation,False
417500134,2026-01-18T17:41:15Z,329.6877,36.581836,20.642359,6.85,230.9,230.9,Interpolated,Fishing,28.9,4.6,2.0,interpolation,False
417500134,2026-01-18T17:43:39Z,329.7277,36.578956,20.638038,6.85,230.9,230.0,UnderWayUsingEngine,Fishing,28.9,4.6,2.0,AIS-terrestrial,True
417500134,2026-01-18T17:46:15Z,329.771,36.575844,20.633369,6.85,230.9,230.9,Interpolated,Fishing,28.9,4.6,2.0,interpolation,False
417500134,2026-01-18T17:51:15Z,329.8543,36.569851,20.624378,6.85,230.9,230.9,Interpolated,Fishing,28.9,4.6,2.0,interpolation,False
417500134,2026-01-18T17:55:30Z,329.9252,36.564754,20.61673,6.85,230.9,235.3,UnderWayUsingEngine,Fishing,28.9,4.6,2.0,AIS-terrestrial,True
417500134,2026-01-18T17:56:15Z,329.9377,36.563859,20.615387,6.85,230.9,230.9,Interpolated,Fishing,28.9,4.6,2.0,interpolation,False
417500134,2026-01-18T18:01:15Z,330.021,36.557867,20.606397,6.85,230.9,230.9,Interpolated,Fishing,28.9,4.6,2.0,interpolation,False
417500134,2026-01-18T18:02:40Z,330.0446,36.556168,20.603849,6.85,230.9,227.0,UnderWayUsingEngine,Fishing,28.9,4.6,2.0,AIS-terrestrial,True
417500134,2026-01-18T18:06:15Z,330.1043,36.551874,20.597406,6.85,230.9,230.9,Interpolated,Fishing,28.9,4.6,2.0,interpolation,False
417500134,2026-01-18T18:08:30Z,330.1418,36.549182,20.593366,6.85,230.9,232.6,UnderWayUsingEngine,Fishing,28.9,4.6,2.0,AIS-terrestrial,True
417500134,2026-01-18T18:11:15Z,330.1877,36.545882,20.588415,6.85,230.9,230.9,Interpolated,Fishing,28.9,4.6,2.0,interpolation,False
417500134,2026-01-18T18:14:30Z,330.2419,36.54198,20.582561,6.85,230.9,226.7,UnderWayUsingEngine,Fishing,28.9,4.6,2.0,AIS-terrestrial,True
417500134,2026-01-18T18:16:15Z,330.271,36.539889,20.579425,6.85,230.9,230.9,Interpolated,Fishing,28.9,4.6,2.0,interpolation,False
417500134,2026-01-18T18:21:15Z,330.3543,36.533897,20.570434,6.85,230.9,230.9,Interpolated,Fishing,28.9,4.6,2.0,interpolation,False
417500134,2026-01-18T18:26:15Z,330.4377,36.527905,20.561444,6.85,230.9,230.9,Interpolated,Fishing,28.9,4.6,2.0,interpolation,False
417500134,2026-01-18T18:27:26Z,330.4574,36.526482,20.55931,6.85,230.9,226.7,UnderWayUsingEngine,Fishing,28.9,4.6,2.0,AIS-terrestrial,True
417500134,2026-01-18T18:31:15Z,330.521,36.521912,20.552453,6.85,230.9,230.9,Interpolated,Fishing,28.9,4.6,2.0,interpolation,False
417500134,2026-01-18T18:36:15Z,330.6043,36.51592,20.543462,6.85,230.9,230.9,Interpolated,Fishing,28.9,4.6,2.0,interpolation,False
417500134,2026-01-18T18:36:19Z,330.6055,36.515833,20.543332,6.85,230.9,234.7,UnderWayUsingEngine,Fishing,28.9,4.6,2.0,AIS-terrestrial,True
417500134,2026-01-18T18:41:15Z,330.6877,36.509927,20.534472,6.85,230.9,230.9,Interpolated,Fishing,28.9,4.6,2.0,interpolation,False
417500134,2026-01-18T18:46:05Z,330.7683,36.50413,20.525774,6.85,230.9,232.1,UnderWayUsingEngine,Fishing,28.9,4.6,2.0,AIS-terrestrial,True
417500134,2026-01-18T18:46:15Z,330.771,36.503935,20.525481,6.85,230.9,230.9,Interpolated,Fishing,28.9,4.6,2.0,interpolation,False
417500134,2026-01-18T18:51:15Z,330.8543,36.497943,20.51649,6.85,230.9,230.9,Interpolated,Fishing,28.9,4.6,2.0,interpolation,False
417500134,2026-01-18T18:56:13Z,330.937,36.491998,20.507572,6.85,230.9,226.0,UnderWayUsingEngine,Fishing,28.9,4.6,2.0,AIS-terrestrial,True
417500134,2026-01-18T18:56:15Z,330.9377,36.49195,20.5075,6.85,230.9,230.9,Interpolated,Fishing,28.9,4.6,2.0,interpolation,False
417500134,2026-01-18T19:01:15Z,331.021,36.485958,20.498509,6.85,230.9,230.9,Interpolated,Fishing,28.9,4.6,2.0,interpolation,False
417500134,2026-01-18T19:02:58Z,331.0495,36.483908,20.495434,6.85,230.9,233.9,UnderWayUsingEngine,Fishing,28.9,4.6,2.0,AIS-terrestrial,True
417500134,2026-01-18T19:06:15Z,331.1043,36.479965,20.489518,6.85,230.9,230.9,Interpolated,Fishing,28.9,4.6,2.0,interpolation,False
417500134,2026-01-18T19:09:00Z,331.1502,36.476665,20.484567,6.85,230.9,227.4,UnderWayUsingEngine,Fishing,28.9,4.6,2.0,AIS-terrestrial,True
417500134,2026-01-18T19:11:15Z,331.1877,36.473973,20.480528,6.85,230.9,230.9,Interpolated,Fishing,28.9,4.6,2.0,interpolation,False
417500134,2026-01-18T19:16:15Z,331.271,36.467981,20.471537,6.85,230.9,230.9,Interpolated,Fishing,28.9,4.6,2.0,interpolation,False
417500134,2026-01-18T19:18:21Z,331.3059,36.465469,20.467769,6.85,230.9,224.9,UnderWayUsingEngine,Fishing,28.9,4.6,2.0,AIS-terrestrial,True
417500134,2026-01-18T19:21:15Z,331.3543,36.461988,20.462547,6.85,230.9,230.9,Interpolated,Fishing,28.9,4.6,2.0,interpolation,False
417500134,2026-01-18T19:26:09Z,331.4359,36.456124,20.453748,6.85,230.9,239.5,UnderWayUsingEngine,Fishing,28.9,4.6,2.0,AIS-terrestrial,True
417500134,2026-01-18T19:26:15Z,331.4377,36.455996,20.453556,6.85,230.9,230.9,Interpolated,Fishing,28.9,4.6,2.0,interpolation,False
417500134,2026-01-18T19:31:15Z,331.521,36.450003,20.444565,6.85,230.9,230.9,Interpolated,Fishing,28.9,4.6,2.0,interpolation,False
417500134,2026-01-18T19:36:15Z,331.6043,36.444011,20.435575,6.85,230.9,230.9,Interpolated,Fishing,28.9,4.6,2.0,interpolation,False
417500134,2026-01-18T19:37:01Z,331.617,36.443101,20.434209,6.85,230.9,228.7,UnderWayUsingEngine,Fishing,28.9,4.6,2.0,AIS-terrestrial,True
417500134,2026-01-18T19:41:15Z,331.6877,36.438019,20.426584,6.85,230.9,230.9,Interpolated,Fishing,28.9,4.6,2.0,interpolation,False
417500134,2026-01-18T19:45:52Z,331.7645,36.432496,20.418299,6.85,230.9,230.4,UnderWayUsingEngine,Fishing,28.9,4.6,2.0,AIS-terrestrial,True
417500134,2026-01-18T19:46:15Z,331.771,36.432026,20.417593,6.85,230.9,230.9,Interpolated,Fishing,28.9,4.6,2.0,interpolation,False
417500134,2026-01-18T19:51:15Z,331.8543,36.426034,20.408603,6.85,230.9,230.9,Interpolated,Fishing,28.9,4.6,2.0,interpolation,False
417500134,2026-01-18T19:56:15Z,331.9377,36.420041,20.399612,6.85,230.9,230.9,Interpolated,Fishing,28.9,4.6,2.0,interpolation,False
417500134,2026-01-18T19:56:47Z,331.9464,36.419413,20.39867,6.85,230.9,232.8,UnderWayUsingEngine,Fishing,28.9,4.6,2.0,AIS-terrestrial,True
417500134,2026-01-18T20:01:15Z,332.021,36.414049,20.390622,6.85,230.9,230.9,Interpolated,Fishing,28.9,4.6,2.0,interpolation,False
417500134,2026-01-18T20:06:15Z,332.1043,36.408057,20.381631,6.85,230.9,230.9,Interpolated,Fishing,28.9,4.6,2.0,interpolation,False
417500134,2026-01-18T20:08:00Z,332.1334,36.405968,20.378497,6.85,230.9,232.4,UnderWayUsingEngine,Fishing,28.9,4.6,2.0,AIS-terrestrial,True
417500134,2026-01-18T20:11:15Z,332.1877,36.402064,20.37264,6.85,230.9,230.9,Interpolated,Fishing,28.9,4.6,2.0,interpolation,False
417500134,2026-01-18T20:16:15Z,332.271,36.396072,20.36365,6.85,230.9,230.9,Interpolated,Fishing,28.9,4.6,2.0,interpolation,False
417500134,2026-01-18T20:16:54Z,332.2819,36.395288,20.362474,6.85,230.9,230.3,UnderWayUsingEngine,Fishing,28.9,4.6,2.0,AIS-terrestrial,True
417500134,2026-01-18T20:21:15Z,332.3543,36.390079,20.354659,6.85,230.9,230.9,Interpolated,Fishing,28.9,4.6,2.0,interpolation,False
417500134,2026-01-18T20:25:07Z,332.4189,36.385439,20.347697,6.85,230.9,231.5,UnderWayUsingEngine,Fishing,28.9,4.6,2.0,AIS-terrestrial,True
417500134,2026-01-18T20:26:15Z,332.4377,36.384087,20.345668,6.85,230.9,230.9,Interpolated,Fishing,28.9,4.6,2.0,interpolation,False
417500134,2026-01-18T20:31:15Z,332.521,36.378095,20.336678,6.85,230.9,230.9,Interpolated,Fishing,28.9,4.6,2.0,interpolation,False
417500134,2026-01-18T20:36:15Z,332.6043,36.372102,20.327687,6.85,230.9,230.9,Interpolated,Fishing,28.9,4.6,2.0,interpolation,False
417500134,2026-01-18T20:38:42Z,332.6452,36.369166,20.323282,6.85,230.9,234.1,UnderWayUsingEngine,Fishing,28.9,4.6,2.0,AIS-terrestrial,True
417500134,2026-01-18T20:41:15Z,332.6877,36.36611,20.318696,6.85,230.9,230.9,Interpolated,Fishing,28.9,4.6,2.0,interpolation,False
417500134,2026-01-18T20:44:00Z,332.7334,36.362819,20.313759,6.85,230.9,231.9,UnderWayUsingEngine,Fishing,28.9,4.6,2.0,AIS-terrestrial,True
417500134,2026-01-18T20:46:15Z,332.771,36.360117,20.309706,6.85,230.9,230.9,Interpolated,Fishing,28.9,4.6,2.0,interpolation,False
417500134,2026-01-18T20:51:15Z,332.8543,36.354125,20.300715,6.85,230.9,230.9,Interpolated,Fishing,28.9,4.6,2.0,interpolation,False
417500134,2026-01-18T20:53:26Z,332.8907,36.351506,20.296786,6.85,230.9,230.1,UnderWayUsingEngine,Fishing,28.9,4.6,2.0,AIS-terrestrial,True
417500134,2026-01-18T20:56:15Z,332.9377,36.348133,20.291725,6.85,230.9,230.9,Interpolated,Fishing,28.9,4.6,2.0,interpolation,False
417500134,2026-01-18T21:01:15Z,333.021,36.34214,20.282734,6.85,230.9,230.9,Interpolated,Fishing,28.9,4.6,2.0,interpolation,False
417500134,2026-01-18T21:03:42Z,333.0619,36.339198,20.27832,6.85,230.9,231.9,UnderWayUsingEngine,Fishing,28.9,4.6,2.0,AIS-terrestrial,True
417500134,2026-01-18T21:06:15Z,333.1043,36.336148,20.273743,6.85,230.9,230.9,Interpolated,Fishing,28.9,4.6,2.0,interpolation,False
417500134,2026-01-18T21:11:15Z,333.1877,36.330155,20.264753,6.85,230.9,230.9,Interpolated,Fishing,28.9,4.6,2.0,interpolation,False
417500134,2026-01-18T21:13:18Z,333.2218,36.327697,20.261065,6.85,230.9,230.8,UnderWayUsingEngine,Fishing,28.9,4.6,2.0,AIS-terrestrial,True
417500134,2026-01-18T21:16:15Z,333.271,36.324163,20.255762,6.85,230.9,230.9,Interpolated,Fishing,28.9,4.6,2.0,interpolation,False
417500134,2026-01-18T21:21:15Z,333.3543,36.318171,20.246771,6.85,230.9,230.9,Interpolated,Fishing,28.9,4.6,2.0,interpolation,False
417500134,2026-01-18T21:25:05Z,333.4181,36.313585,20.239891,6.85,230.9,234.4,UnderWayUsingEngine,Fishing,28.9,4.6,2.0,AIS-terrestrial,True
417500134,2026-01-18T21:26:15Z,333.4377,36.312178,20.237781,6.85,230.9,230.9,Interpolated,Fishing,28.9,4.6,2.0,interpolation,False
417500134,2026-01-18T21:31:15Z,333.521,36.306186,20.22879,6.85,230.9,230.9,Interpolated,Fishing,28.9,4.6,2.0,interpolation,False
417500134,2026-01-18T21:36:15Z,333.6043,36.300193,20.2198,6.85,230.9,230.9,Interpolated,Fishing,28.9,4.6,2.0,interpolation,False
417500134,2026-01-18T21:36:58Z,333.6163,36.299331,20.218506,6.85,230.9,228.8,UnderWayUsingEngine,Fishing,28.9,4.6,2.0,AIS-terrestrial,True
417500134,2026-01-18T21:41:15Z,333.6877,36.294201,20.210809,6.85,230.9,230.9,Interpolated,Fishing,28.9,4.6,2.0,interpolation,False
417500134,2026-01-18T21:46:15Z,333.771,36.288209,20.201818,6.85,230.9,230.9,Interpolated,Fishing,28.9,4.6,2.0,interpolation,False
417500134,2026-01-18T21:49:43Z,333.8286,36.284065,20.195601,6.85,230.9,229.2,UnderWayUsingEngine,Fishing,28.9,4.6,2.0,AIS-terrestrial,True
417500134,2026-01-18T21:51:15Z,333.8543,36.282216,20.192828,6.85,230.9,230.9,Interpolated,Fishing,28.9,4.6,2.0,interpolation,False
417500134,2026-01-18T21:56:15Z,333.9377,36.276224,20.183837,6.85,230.9,230.9,Interpolated,Fishing,28.9,4.6,2.0,interpolation,False
417500134,2026-01-18T21:57:49Z,333.9636,36.274357,20.181036,6.85,230.9,229.3,UnderWayUsingEngine,Fishing,28.9,4.6,2.0,AIS-terrestrial,True
417500134,2026-01-18T22:01:15Z,334.021,36.270231,20.174846,6.85,230.9,230.9,Interpolated,Fishing,28.9,4.6,2.0,interpolation,False
417500134,2026-01-18T22:06:15Z,334.1043,36.264239,20.165856,6.85,230.9,230.9,Interpolated,Fishing,28.9,4.6,2.0,interpolation,False
417500134,2026-01-18T22:06:42Z,334.1118,36.2637,20.165047,6.85,230.9,226.1,UnderWayUsingEngine,Fishing,28.9,4.6,2.0,AIS-terrestrial,True
417500134,2026-01-18T22:11:15Z,334.1877,36.258247,20.156865,6.85,230.9,230.9,Interpolated,Fishing,28.9,4.6,2.0,interpolation,False
417500134,2026-01-18T22:15:14Z,334.254,36.253478,20.149711,6.85,230.9,232.9,UnderWayUsingEngine,Fishing,28.9,4.6,2.0,AIS-terrestrial,True
417500134,2026-01-18T22:16:15Z,334.271,36.252254,20.147874,6.85,230.9,230.9,Interpolated,Fishing,28.9,4.6,2.0,interpolation,False
417500134,2026-01-18T22:21:15Z,334.3543,36.246262,20.138884,6.85,230.9,230.9,Interpolated,Fishing,28.9,4.6,2.0,interpolation,False
417500134,2026-01-18T22:26:15Z,334.4377,36.240269,20.129893,6.85,230.9,230.9,Interpolated,Fishing,28.9,4.6,2.0,interpolation,False
417500134,2026-01-18T22:28:44Z,334.4791,36.237292,20.125426,6.85,230.9,230.9,UnderWayUsingEngine,Fishing,28.9,4.6,2.0,AIS-terrestrial,True
417500134,2026-01-18T22:31:15Z,334.521,36.234277,20.120903,6.85,230.9,230.9,Interpolated,Fishing,28.9,4.6,2.0,interpolation,False
417500134,2026-01-18T22:31:16Z,334.5212,36.234265,20.120884,6.85,230.9,232.8,UnderWayUsingEngine,Fishing,28.9,4.6,2.0,AIS-terrestrial,True
417500134,2026-01-18T22:36:15Z,334.6043,36.228285,20.111912,6.85,230.9,230.9,Interpolated,Fishing,28.9,4.6,2.0,interpolation,False
417500134,2026-01-18T22:41:15Z,334.6877,36.222292,20.102921,6.85,230.9,230.9,Interpolated,Fishing,28.9,4.6,2.0,interpolation,False
417500134,2026-01-18T22:41:49Z,334.6971,36.221611,20.101899,6.85,230.9,230.3,UnderWayUsingEngine,Fishing,28.9,4.6,2.0,AIS-terrestrial,True
417500134,2026-01-18T22:46:15Z,334.771,36.2163,20.093931,6.85,230.9,230.9,Interpolated,Fishing,28.9,4.6,2.0,interpolation,False
417500134,2026-01-18T22:48:51Z,334.8143,36.213184,20.089255,6.85,230.9,230.6,UnderWayUsingEngine,Fishing,28.9,4.6,2.0,AIS-terrestrial,True
417500134,2026-01-18T22:51:15Z,334.8543,36.210307,20.08494,6.85,230.9,230.9,Interpolated,Fishing,28.9,4.6,2.0,interpolation,False
417500134,2026-01-18T22:56:15Z,334.9377,36.204315,20.075949,6.85,230.9,230.9,Interpolated,Fishing,28.9,4.6,2.0,interpolation,False
417500134,2026-01-18T23:01:15Z,335.021,36.198323,20.066959,6.85,230.9,230.9,Interpolated,Fishing,28.9,4.6,2.0,interpolation,False
417500134,2026-01-18T23:02:22Z,335.0396,36.196982,20.064948,6.85,230.9,225.7,UnderWayUsingEngine,Fishing,28.9,4.6,2.0,AIS-terrestrial,True
417500134,2026-01-18T23:06:15Z,335.1043,36.19233,20.057968,6.85,230.9,230.9,Interpolated,Fishing,28.9,4.6,2.0,interpolation,False
417500134,2026-01-18T23:07:10Z,335.1195,36.19124,20.056332,6.85,230.9,228.7,UnderWayUsingEngine,Fishing,28.9,4.6,2.0,AIS-terrestrial,True
417500134,2026-01-18T23:11:15Z,335.1877,36.186338,20.048978,6.85,230.9,230.9,Interpolated,Fishing,28.9,4.6,2.0,interpolation,False
417500134,2026-01-18T23:15:10Z,335.2529,36.18165,20.041944,6.85,230.9,232.9,UnderWayUsingEngine,Fishing,28.9,4.6,2.0,AIS-terrestrial,True
417500134,2026-01-18T23:16:15Z,335.271,36.180345,20.039987,6.85,230.9,230.9,Interpolated,Fishing,28.9,4.6,2.0,interpolation,False
417500134,2026-01-18T23:21:07Z,335.3522,36.174505,20.031224,6.85,230.9,233.8,UnderWayUsingEngine,Fishing,28.9,4.6,2.0,AIS-terrestrial,True
417500134,2026-01-18T23:21:15Z,335.3543,36.174353,20.030996,6.85,230.9,230.9,Interpolated,Fishing,28.9,4.6,2.0,interpolation,False
417500134,2026-01-18T23:26:15Z,335.4377,36.168361,20.022006,6.85,230.9,230.9,Interpolated,Fishing,28.9,4.6,2.0,interpolation,False
417500134,2026-01-18T23:30:47Z,335.5133,36.162922,20.013846,6.85,230.9,226.5,UnderWayUsingEngine,Fishing,28.9,4.6,2.0,AIS-terrestrial,True
417500134,2026-01-18T23:31:15Z,335.521,36.162368,20.013015,6.85,230.9,230.9,Interpolated,Fishing,28.9,4.6,2.0,interpolation,False
417500134,2026-01-18T23:36:15Z,335.6043,36.156376,20.004024,6.85,230.9,230.9,Interpolated,Fishing,28.9,4.6,2.0,interpolation,False
417500134,2026-01-18T23:40:58Z,335.6829,36.150727,19.99555,6.85,230.9,228.7,UnderWayUsingEngine,Fishing,28.9,4.6,2.0,AIS-terrestrial,True
417500134,2026-01-18T23:41:15Z,335.6877,36.150383,19.995034,6.85,230.9,230.9,Interpolated,Fishing,28.9,4.6,2.0,interpolation,False
417500134,2026-01-18T23:46:15Z,335.771,36.144391,19.986043,6.85,230.9,230.9,Interpolated,Fishing,28.9,4.6,2.0,interpolation,False
417500134,2026-01-18T23:51:15Z,335.8543,36.138399,19.977052,6.85,230.9,230.9,Interpolated,Fishing,28.9,4.6,2.0,interpolation,False
417500134,2026-01-18T23:56:15Z,335.9377,36.132406,19.968062,6.85,230.9,230.9,Interpolated,Fishing,28.9,4.6,2.0,interpolation,False
417500134,2026-01-18T23:58:33Z,335.9761,36.129645,19.963918,6.85,230.9,232.8,UnderWayUsingEngine,Fishing,28.9,4.6,2.0,AIS-terrestrial,True
417500134,2026-01-19T00:01:15Z,336.021,36.126414,19.959071,6.85,230.9,230.9,Interpolated,Fishing,28.9,4.6,2.0,interpolation,False
417500134,2026-01-19T00:04:02Z,336.0673,36.123082,19.954073,6.85,230.9,229.6,UnderWayUsingEngine,Fishing,28.9,4.6,2.0,AIS-terrestrial,True
417500134,2026-01-19T00:06:15Z,336.1043,36.120421,19.950081,6.85,230.9,230.9,Interpolated,Fishing,28.9,4.6,2.0,interpolation,False
417500134,2026-01-19T00:11:15Z,336.1877,36.114429,19.94109,6.85,230.9,230.9,Interpolated,Fishing,28.9,4.6,2.0,interpolation,False
417500134,2026-01-19T00:11:17Z,336.1881,36.114394,19.941038,6.85,230.9,232.1,UnderWayUsingEngine,Fishing,28.9,4.6,2.0,AIS-terrestrial,True
417500134,2026-01-19T00:16:15Z,336.271,36.108437,19.932099,6.85,230.9,230.9,Interpolated,Fishing,28.9,4.6,2.0,interpolation,False
417500134,2026-01-19T00:21:01Z,336.3504,36.102726,19.923532,6.85,230.9,234.9,UnderWayUsingEngine,Fishing,28.9,4.6,2.0,AIS-terrestrial,True
417500134,2026-01-19T00:21:15Z,336.3543,36.102444,19.923109,6.85,230.9,230.9,Interpolated,Fishing,28.9,4.6,2.0,interpolation,False
417500134,2026-01-19T00:24:18Z,336.4052,36.098783,19.917616,6.85,230.9,229.1,UnderWayUsingEngine,Fishing,28.9,4.6,2.0,AIS-terrestrial,True
417500134,2026-01-19T00:26:15Z,336.4377,36.096452,19.914118,6.85,230.9,230.9,Interpolated,Fishing,28.9,4.6,2.0,interpolation,False
417500134,2026-01-19T00:31:15Z,336.521,36.090459,19.905127,6.85,230.9,230.9,Interpolated,Fishing,28.9,4.6,2.0,interpolation,False
417500134,2026-01-19T00:36:15Z,336.6043,36.084467,19.896137,6.85,230.9,230.9,Interpolated,Fishing,28.9,4.6,2.0,interpolation,False
417500134,2026-01-19T00:36:46Z,336.6129,36.083854,19.895217,6.85,230.9,231.4,UnderWayUsingEngine,Fishing,28.9,4.6,2.0,AIS-terrestrial,True
417500134,2026-01-19T00:41:15Z,336.6877,36.078475,19.887146,6.85,230.9,230.9,Interpolated,Fishing,28.9,4.6,2.0,interpolation,False
417500134,2026-01-19T00:46:15Z,336.771,36.072482,19.878156,6.85,230.9,230.9,Interpolated,Fishing,28.9,4.6,2.0,interpolation,False
417500134,2026-01-19T00:49:56Z,336.8323,36.068075,19.871543,6.85,230.9,227.7,UnderWayUsingEngine,Fishing,28.9,4.6,2.0,AIS-terrestrial,True
417500134,2026-01-19T00:51:15Z,336.8543,36.06649,19.869165,6.85,230.9,230.9,Interpolated,Fishing,28.9,4.6,2.0,interpolation,False
417500134,2026-01-19T00:56:15Z,336.9377,36.060497,19.860174,6.85,230.9,230.9,Interpolated,Fishing,28.9,4.6,2.0,interpolation,False
417500134,2026-01-19T01:00:38Z,337.0107,36.055242,19.85229,6.85,230.9,227.8,UnderWayUsingEngine,Fishing,28.9,4.6,2.0,AIS-terrestrial,True
417500134,2026-01-19T01:01:15Z,337.021,36.054505,19.851184,6.85,230.9,230.9,Interpolated,Fishing,28.9,4.6,2.0,interpolation,False
417500134,2026-01-19T01:04:02Z,337.0673,36.051174,19.846187,6.85,230.9,228.0,UnderWayUsingEngine,Fishing,28.9,4.6,2.0,AIS-terrestrial,True
417500134,2026-01-19T01:06:15Z,337.1043,36.048513,19.842193,6.85,230.9,230.9,Interpolated,Fishing,28.9,4.6,2.0,interpolation,False
417500134,2026-01-19T01:10:39Z,337.1778,36.043232,19.83427,6.85,230.9,235.0,UnderWayUsingEngine,Fishing,28.9,4.6,2.0,AIS-terrestrial,True
417500134,2026-01-19T01:11:15Z,337.1877,36.04252,19.833202,6.85,230.9,230.9,Interpolated,Fishing,28.9,4.6,2.0,interpolation,False
417500134,2026-01-19T01:16:15Z,337.271,36.036528,19.824212,6.85,230.9,230.9,Interpolated,Fishing,28.9,4.6,2.0,interpolation,False
417500134,2026-01-19T01:21:15Z,337.3543,36.030535,19.815221,6.85,230.9,230.9,Interpolated,Fishing,28.9,4.6,2.0,interpolation,False
417500134,2026-01-19T01:23:45Z,337.396,36.027538,19.810724,6.85,230.9,230.3,UnderWayUsingEngine,Fishing,28.9,4.6,2.0,AIS-terrestrial,True
417500134,2026-01-19T01:26:15Z,337.4377,36.024543,19.80623,6.85,230.9,230.9,Interpolated,Fishing,28.9,4.6,2.0,interpolation,False
417500134,2026-01-19T01:31:15Z,337.521,36.018551,19.79724,6.85,230.9,230.9,Interpolated,Fishing,28.9,4.6,2.0,interpolation,False
417500134,2026-01-19T01:36:15Z,337.6043,36.012558,19.788249,6.85,230.9,230.9,Interpolated,Fishing,28.9,4.6,2.0,interpolation,False
417500134,2026-01-19T01:36:56Z,337.6158,36.011734,19.787012,6.85,230.9,234.1,UnderWayUsingEngine,Fishing,28.9,4.6,2.0,AIS-terrestrial,True
417500134,2026-01-19T01:41:15Z,337.6877,36.006566,19.779259,6.85,230.9,230.9,Interpolated,Fishing,28.9,4.6,2.0,interpolation,False
417500134,2026-01-19T01:46:15Z,337.771,36.000573,19.770268,6.85,230.9,230.9,Interpolated,Fishing,28.9,4.6,2.0,interpolation,False
417500134,2026-01-19T01:47:52Z,337.7978,35.998647,19.767377,6.85,230.9,236.4,UnderWayUsingEngine,Fishing,28.9,4.6,2.0,AIS-terrestrial,True
417500134,2026-01-19T01:51:15Z,337.8543,35.994581,19.761277,6.85,230.9,230.9,Interpolated,Fishing,28.9,4.6,2.0,interpolation,False
417500134,2026-01-19T01:52:36Z,337.8768,35.992963,19.75885,6.85,230.9,230.0,UnderWayUsingEngine,Fishing,28.9,4.6,2.0,AIS-terrestrial,True
417500134,2026-01-19T01:56:15Z,337.9377,35.988589,19.752287,6.85,230.9,230.9,Interpolated,Fishing,28.9,4.6,2.0,interpolation,False
417500134,2026-01-19T02:01:15Z,338.021,35.982596,19.743296,6.85,230.9,230.9,Interpolated,Fishing,28.9,4.6,2.0,interpolation,False
417500134,2026-01-19T02:01:50Z,338.0308,35.981893,19.742241,6.85,230.9,230.3,UnderWayUsingEngine,Fishing,28.9,4.6,2.0,AIS-terrestrial,True
417500134,2026-01-19T02:06:15Z,338.1043,35.976604,19.734305,6.85,230.9,230.9,Interpolated,Fishing,28.9,4.6,2.0,interpolation,False
417500134,2026-01-19T02:11:15Z,338.1877,35.970611,19.725315,6.85,230.9,230.9,Interpolated,Fishing,28.9,4.6,2.0,interpolation,False
417500134,2026-01-19T02:12:09Z,338.2025,35.969543,19.723711,6.85,230.9,228.7,UnderWayUsingEngine,Fishing,28.9,4.6,2.0,AIS-terrestrial,True
417500134,2026-01-19T02:16:15Z,338.271,35.964619,19.716324,6.85,230.9,230.9,Interpolated,Fishing,28.9,4.6,2.0,interpolation,False
