scene_id,event_id,tile_id,acquisition_timestamp,sim_hours,latitude,longitude,bbox,sensor,product_type,polarization,acquisition_mode,pixel_spacing_m,scene_size_px,incidence_angle_deg,image_path,mask_path,quicklook_path,mask_available,oil_present,lookalike_present,ship_present,land_present,pre_release_scene,true_oil_area_km2,true_oil_major_km,true_oil_minor_km,true_oil_orientation_deg,f1_detected,f1_confidence,f1_lookalike_merged,f1_partial,wind_speed_ms,current_speed_ms,contrast_factor,ground_truth_source,label_confidence,data_quality_flag,source_dataset,license,split
S1_EVT0006_03,EVT0006,T00055,2026-01-08T19:00:03Z,91.001,36.405571,22.154366,"22.04207,36.31358,22.26666,36.49756",Sentinel-1,GRD,VV+VH,IW,40.0,512,32.39,images\S1_EVT0006_03.npy,masks\S1_EVT0006_03.png,quicklook\S1_EVT0006_03.png,True,True,True,True,False,False,38.2731,14.493,4.598,32.77,False,0.0,False,False,3.677,0.4493,1.0,simulation,0.924,nominal,OceanGuard-Synth,CC-BY-4.0 (synthetic),test
S1_EVT0006_04,EVT0006,T00056,2026-01-09T16:57:18Z,112.955,36.54695,22.231513,"22.11922,36.45496,22.34381,36.63894",Sentinel-1,GRD,VV+VH,IW,40.0,512,31.96,images\S1_EVT0006_04.npy,masks\S1_EVT0006_04.png,quicklook\S1_EVT0006_04.png,True,True,True,True,True,False,50.4918,18.743,5.242,10.32,True,0.99,False,False,4.71,0.7261,1.0,simulation,0.954,nominal,OceanGuard-Synth,CC-BY-4.0 (synthetic),test
S1_EVT0006_05,EVT0006,T00057,2026-01-10T11:03:46Z,131.063,36.896737,22.274246,"22.16195,36.80475,22.38654,36.98872",Sentinel-1,GRD,VV+VH,IW,40.0,512,32.6,images\S1_EVT0006_05.npy,masks\S1_EVT0006_05.png,quicklook\S1_EVT0006_05.png,True,True,True,True,False,False,1.8722,3.192,1.492,90.0,True,0.868,False,False,2.161,0.4736,0.525,simulation,0.96,low_contrast,OceanGuard-Synth,CC-BY-4.0 (synthetic),test
S1_EVT0006_06,EVT0006,T00058,2026-01-11T05:06:35Z,149.11,36.985642,22.274246,"22.16195,36.89365,22.38654,37.07763",Sentinel-1,GRD,VV+VH,IW,40.0,512,36.12,images\S1_EVT0006_06.npy,masks\S1_EVT0006_06.png,quicklook\S1_EVT0006_06.png,True,True,True,True,False,False,26.3107,11.217,4.069,7.43,True,0.99,False,False,4.065,0.1228,1.0,simulation,0.977,nominal,OceanGuard-Synth,CC-BY-4.0 (synthetic),test
S1_EVT0006_07,EVT0006,T00059,2026-01-11T23:49:06Z,167.819,37.236327,22.274246,"22.16195,37.14434,22.38654,37.32831",Sentinel-1,GRD,VV+VH,IW,40.0,512,35.44,images\S1_EVT0006_07.npy,masks\S1_EVT0006_07.png,quicklook\S1_EVT0006_07.png,True,False,False,True,False,False,0.0,0.0,0.0,0.0,False,0.0,False,False,7.251,0.2388,1.0,simulation,0.967,nominal,OceanGuard-Synth,CC-BY-4.0 (synthetic),test
S1_EVT0006_08,EVT0006,T00060,2026-01-12T15:36:50Z,183.614,37.276544,22.274246,"22.16195,37.18456,22.38654,37.36853",Sentinel-1,GRD,VV+VH,IW,40.0,512,33.54,images\S1_EVT0006_08.npy,masks\S1_EVT0006_08.png,quicklook\S1_EVT0006_08.png,True,True,True,True,False,False,15.4461,9.168,3.955,150.52,True,0.99,False,False,3.005,0.5688,1.0,simulation,0.954,nominal,OceanGuard-Synth,CC-BY-4.0 (synthetic),test
S1_EVT0007_00,EVT0007,T00061,2026-01-12T16:37:50Z,184.631,37.079436,18.483284,"18.37099,36.98745,18.59558,37.17142",Sentinel-1,GRD,VV+VH,IW,40.0,512,44.63,images\S1_EVT0007_00.npy,masks\S1_EVT0007_00.png,quicklook\S1_EVT0007_00.png,True,False,True,True,True,True,0.0,0.0,0.0,0.0,False,0.0,False,False,0.725,0.7331,0.15,simulation,0.804,low_contrast,OceanGuard-Synth,CC-BY-4.0 (synthetic),train
S1_EVT0007_01,EVT0007,T00062,2026-01-13T04:48:25Z,196.807,37.686097,18.374456,"18.26216,37.59411,18.48675,37.77808",Sentinel-1,GRD,VV+VH,IW,40.0,512,30.59,images\S1_EVT0007_01.npy,masks\S1_EVT0007_01.png,quicklook\S1_EVT0007_01.png,True,True,True,True,False,False,5.4028,3.097,2.348,98.9,True,0.99,False,True,5.557,0.3901,1.0,simulation,0.953,nominal,OceanGuard-Synth,CC-BY-4.0 (synthetic),train
S1_EVT0007_02,EVT0007,T00063,2026-01-14T02:37:20Z,218.622,38.118565,18.315241,"18.20295,38.02658,18.42754,38.21055",Sentinel-1,GRD,VV+VH,IW,40.0,512,43.45,images\S1_EVT0007_02.npy,masks\S1_EVT0007_02.png,quicklook\S1_EVT0007_02.png,True,True,True,False,False,False,31.6529,13.278,3.887,52.5,True,0.941,False,False,2.555,0.6368,0.748,simulation,0.873,nominal,OceanGuard-Synth,CC-BY-4.0 (synthetic),train
S1_EVT0007_03,EVT0007,T00064,2026-01-14T23:34:26Z,239.574,38.267674,18.144215,"18.03192,38.17569,18.25651,38.35966",Sentinel-1,GRD,VV+VH,IW,40.0,512,35.72,images\S1_EVT0007_03.npy,masks\S1_EVT0007_03.png,quicklook\S1_EVT0007_03.png,True,True,False,True,True,False,57.0123,19.215,4.534,1.17,True,0.99,False,False,6.328,0.222,1.0,simulation,0.99,nominal,OceanGuard-Synth,CC-BY-4.0 (synthetic),train
S1_EVT0007_04,EVT0007,T00065,2026-01-15T16:02:15Z,256.038,38.314129,18.114732,"18.00244,38.22214,18.22703,38.40612",Sentinel-1,GRD,VV+VH,IW,40.0,512,38.25,images\S1_EVT0007_04.npy,masks\S1_EVT0007_04.png,quicklook\S1_EVT0007_04.png,True,True,True,True,False,False,45.9477,20.335,3.73,9.02,True,0.763,True,True,3.033,0.2789,1.0,simulation,0.903,nominal,OceanGuard-Synth,CC-BY-4.0 (synthetic),train
S1_EVT0007_05,EVT0007,T00066,2026-01-16T05:25:58Z,269.433,38.408811,18.159879,"18.04758,38.31682,18.27217,38.50080",Sentinel-1,GRD,VV+VH,IW,40.0,512,40.29,images\S1_EVT0007_05.npy,masks\S1_EVT0007_05.png,quicklook\S1_EVT0007_05.png,True,True,True,True,False,False,54.3237,19.481,4.878,7.17,False,0.0,False,False,2.992,0.159,0.995,simulation,0.98,nominal,OceanGuard-Synth,CC-BY-4.0 (synthetic),train
S1_EVT0007_06,EVT0007,T00067,2026-01-16T20:32:17Z,284.538,38.419632,18.355832,"18.24354,38.32765,18.46813,38.51162",Sentinel-1,GRD,VV+VH,IW,40.0,512,30.55,images\S1_EVT0007_06.npy,masks\S1_EVT0007_06.png,quicklook\S1_EVT0007_06.png,True,True,True,True,False,False,48.8862,20.786,4.331,35.3,True,0.732,True,True,3.895,0.6759,1.0,simulation,0.961,nominal,OceanGuard-Synth,CC-BY-4.0 (synthetic),train
S1_EVT0007_07,EVT0007,T00068,2026-01-17T11:23:01Z,299.384,38.501258,18.404061,"18.29177,38.40927,18.51636,38.59324",Sentinel-1,GRD,VV+VH,IW,40.0,512,33.48,images\S1_EVT0007_07.npy,masks\S1_EVT0007_07.png,quicklook\S1_EVT0007_07.png,True,False,False,True,False,False,0.0,0.0,0.0,0.0,False,0.0,False,False,4.441,0.4292,1.0,simulation,0.975,nominal,OceanGuard-Synth,CC-BY-4.0 (synthetic),train
S1_EVT0007_08,EVT0007,T00069,2026-01-18T02:24:42Z,314.412,38.501258,18.353925,"18.24163,38.40927,18.46622,38.59324",Sentinel-1,GRD,VV+VH,IW,40.0,512,33.07,images\S1_EVT0007_08.npy,masks\S1_EVT0007_08.png,quicklook\S1_EVT0007_08.png,True,False,True,True,False,False,0.0,0.0,0.0,0.0,False,0.0,False,False,8.152,0.5911,1.0,simulation,0.946,nominal,OceanGuard-Synth,CC-BY-4.0 (synthetic),train
S1_EVT0007_09,EVT0007,T00070,2026-01-18T23:38:56Z,335.649,38.501258,18.546237,"18.43394,38.40927,18.65853,38.59324",Sentinel-1,GRD,VV+VH,IW,40.0,512,42.85,images\S1_EVT0007_09.npy,masks\S1_EVT0007_09.png,quicklook\S1_EVT0007_09.png,True,False,False,False,False,False,0.0,0.0,0.0,0.0,False,0.0,False,False,6.704,0.2751,1.0,simulation,0.99,nominal,OceanGuard-Synth,CC-BY-4.0 (synthetic),train
S1_EVT0007_10,EVT0007,T00071,2026-01-19T15:14:08Z,351.236,38.501258,18.494627,"18.38233,38.40927,18.60692,38.59324",Sentinel-1,GRD,VV+VH,IW,40.0,512,39.61,images\S1_EVT0007_10.npy,masks\S1_EVT0007_10.png,quicklook\S1_EVT0007_10.png,True,False,False,True,False,False,0.0,0.0,0.0,0.0,False,0.0,False,False,4.451,0.3084,1.0,simulation,0.947,nominal,OceanGuard-Synth,CC-BY-4.0 (synthetic),train
S1_EVT0008_00,EVT0008,T00072,2026-01-11T09:04:06Z,153.069,37.281987,19.80436,"19.69206,37.19000,19.91666,37.37397",Sentinel-1,GRD,VV+VH,IW,40.0,512,41.8,images\S1_EVT0008_00.npy,masks\S1_EVT0008_00.png,quicklook\S1_EVT0008_00.png,True,True,False,True,True,False,21.3717,7.456,4.278,49.69,True,0.99,False,False,8.776,0.3087,1.0,simulation,0.905,nominal,OceanGuard-Synth,CC-BY-4.0 (synthetic),val
S1_EVT0008_01,EVT0008,T00073,2026-01-12T03:40:53Z,171.681,37.283031,19.682806,"19.57051,37.19104,19.79510,37.37502",Sentinel-1,GRD,VV+VH,IW,40.0,512,32.63,images\S1_EVT0008_01.npy,masks\S1_EVT0008_01.png,quicklook\S1_EVT0008_01.png,True,True,True,True,False,False,22.2415,9.276,4.005,149.69,True,0.936,False,True,3.449,0.1165,1.0,simulation,0.947,nominal,OceanGuard-Synth,CC-BY-4.0 (synthetic),val
S1_EVT0008_02,EVT0008,T00074,2026-01-12T21:10:16Z,189.171,37.270578,19.773509,"19.66121,37.17859,19.88580,37.36257",Sentinel-1,GRD,VV+VH,IW,40.0,512,32.57,images\S1_EVT0008_02.npy,masks\S1_EVT0008_02.png,quicklook\S1_EVT0008_02.png,True,True,True,True,False,False,25.717,13.137,3.276,179.56,True,0.99,False,False,11.248,0.6055,1.0,simulation,0.933,nominal,OceanGuard-Synth,CC-BY-4.0 (synthetic),val
S1_EVT0008_03,EVT0008,T00075,2026-01-13T18:17:26Z,210.291,37.49449,19.999049,"19.88675,37.40250,20.11134,37.58648",Sentinel-1,GRD,VV+VH,IW,40.0,512,30.3,images\S1_EVT0008_03.npy,masks\S1_EVT0008_03.png,quicklook\S1_EVT0008_03.png,True,True,True,True,False,False,61.8835,15.168,7.414,19.39,True,0.99,False,False,3.749,0.6812,1.0,simulation,0.926,nominal,OceanGuard-Synth,CC-BY-4.0 (synthetic),val
S1_EVT0008_04,EVT0008,T00076,2026-01-14T15:44:00Z,231.734,37.79719,20.258445,"20.14615,37.70520,20.37074,37.88918",Sentinel-1,GRD,VV+VH,IW,40.0,512,44.22,images\S1_EVT0008_04.npy,masks\S1_EVT0008_04.png,quicklook\S1_EVT0008_04.png,True,True,False,True,False,False,37.218,15.644,4.039,30.38,True,0.99,False,False,3.472,0.5129,1.0,simulation,0.99,nominal,OceanGuard-Synth,CC-BY-4.0 (synthetic),val
S1_EVT0008_05,EVT0008,T00077,2026-01-15T14:38:06Z,254.635,38.071631,20.45726,"20.34496,37.97964,20.56956,38.16362",Sentinel-1,GRD,VV+VH,IW,40.0,512,42.5,images\S1_EVT0008_05.npy,masks\S1_EVT0008_05.png,quicklook\S1_EVT0008_05.png,True,True,True,True,True,False,26.6253,9.412,5.573,34.14,True,0.745,True,False,5.398,0.5671,1.0,simulation,0.912,nominal,OceanGuard-Synth,CC-BY-4.0 (synthetic),val
S1_EVT0008_06,EVT0008,T00078,2026-01-16T08:09:36Z,272.16,38.254429,20.501985,"20.38969,38.16244,20.61428,38.34642",Sentinel-1,GRD,VV+VH,IW,40.0,512,44.77,images\S1_EVT0008_06.npy,masks\S1_EVT0008_06.png,quicklook\S1_EVT0008_06.png,True,True,True,True,False,False,44.5709,15.92,4.344,8.17,False,0.0,False,False,7.915,0.1003,1.0,simulation,0.898,nominal,OceanGuard-Synth,CC-BY-4.0 (synthetic),val
S1_EVT0008_07,EVT0008,T00079,2026-01-17T02:43:03Z,290.718,38.20973,20.262837,"20.15054,38.11774,20.37513,38.30172",Sentinel-1,GRD,VV+VH,IW,40.0,512,37.1,images\S1_EVT0008_07.npy,masks\S1_EVT0008_07.png,quicklook\S1_EVT0008_07.png,True,True,False,True,False,False,39.3883,20.568,3.17,176.99,True,0.99,False,False,8.857,0.3185,1.0,simulation,0.928,nominal,OceanGuard-Synth,CC-BY-4.0 (synthetic),val
S1_EVT0008_08,EVT0008,T00080,2026-01-17T23:24:55Z,311.415,38.269955,20.137966,"20.02567,38.17797,20.25026,38.36194",Sentinel-1,GRD,VV+VH,IW,40.0,512,36.53,images\S1_EVT0008_08.npy,masks\S1_EVT0008_08.png,quicklook\S1_EVT0008_08.png,True,True,False,True,False,False,37.0442,15.627,4.266,150.2,False,0.0,False,False,2.623,0.2734,0.786,simulation,0.922,nominal,OceanGuard-Synth,CC-BY-4.0 (synthetic),val
S1_EVT0009_00,EVT0009,T00081,2026-01-06T03:53:25Z,27.89,35.778346,21.766463,"21.65417,35.68636,21.87876,35.87033",Sentinel-1,GRD,VV+VH,IW,40.0,512,41.83,images\S1_EVT0009_00.npy,masks\S1_EVT0009_00.png,quicklook\S1_EVT0009_00.png,True,False,True,True,False,True,0.0,0.0,0.0,0.0,False,0.0,False,False,2.947,0.2784,0.97,simulation,0.971,nominal,OceanGuard-Synth,CC-BY-4.0 (synthetic),test
S1_EVT0009_01,EVT0009,T00082,2026-01-06T21:07:13Z,45.12,37.356657,20.345659,"20.23336,37.26467,20.45795,37.44864",Sentinel-1,GRD,VV+VH,IW,40.0,512,35.73,images\S1_EVT0009_01.npy,masks\S1_EVT0009_01.png,quicklook\S1_EVT0009_01.png,True,True,True,False,False,False,7.5917,4.463,2.265,39.73,True,0.99,False,False,6.077,0.4671,1.0,simulation,0.958,nominal,OceanGuard-Synth,CC-BY-4.0 (synthetic),test
S1_EVT0009_02,EVT0009,T00083,2026-01-07T15:58:32Z,63.976,37.602586,20.581056,"20.46876,37.51060,20.69335,37.69457",Sentinel-1,GRD,VV+VH,IW,40.0,512,34.0,images\S1_EVT0009_02.npy,masks\S1_EVT0009_02.png,quicklook\S1_EVT0009_02.png,True,True,False,True,False,False,18.0211,7.725,3.415,13.79,True,0.935,False,True,4.25,0.6246,1.0,simulation,0.985,nominal,OceanGuard-Synth,CC-BY-4.0 (synthetic),test
S1_EVT0009_03,EVT0009,T00084,2026-01-08T07:34:31Z,79.575,37.779075,20.816078,"20.70378,37.68709,20.92837,37.87106",Sentinel-1,GRD,VV+VH,IW,40.0,512,40.9,images\S1_EVT0009_03.npy,masks\S1_EVT0009_03.png,quicklook\S1_EVT0009_03.png,True,True,False,True,False,False,33.9561,10.717,4.702,46.17,False,0.0,False,False,8.582,0.5204,1.0,simulation,0.91,nominal,OceanGuard-Synth,CC-BY-4.0 (synthetic),test
S1_EVT0009_04,EVT0009,T00085,2026-01-09T01:11:31Z,97.192,37.948275,20.936883,"20.82459,37.85629,21.04918,38.04026",Sentinel-1,GRD,VV+VH,IW,40.0,512,33.71,images\S1_EVT0009_04.npy,masks\S1_EVT0009_04.png,quicklook\S1_EVT0009_04.png,True,True,True,True,False,False,29.2286,11.815,3.608,27.98,True,0.99,False,False,5.622,0.6387,1.0,simulation,0.965,nominal,OceanGuard-Synth,CC-BY-4.0 (synthetic),test
S1_EVT0009_05,EVT0009,T00086,2026-01-09T23:46:21Z,119.773,38.447778,20.859594,"20.74730,38.35579,20.97189,38.53977",Sentinel-1,GRD,VV+VH,IW,40.0,512,42.74,images\S1_EVT0009_05.npy,masks\S1_EVT0009_05.png,quicklook\S1_EVT0009_05.png,True,True,True,True,False,False,46.5401,17.392,4.834,118.75,True,0.666,True,True,11.482,0.7072,1.0,simulation,0.99,nominal,OceanGuard-Synth,CC-BY-4.0 (synthetic),test
S1_EVT0009_06,EVT0009,T00087,2026-01-10T22:29:54Z,142.498,38.501258,20.563354,"20.45106,38.40927,20.67565,38.59324",Sentinel-1,GRD,VV+VH,IW,40.0,512,44.15,images\S1_EVT0009_06.npy,masks\S1_EVT0009_06.png,quicklook\S1_EVT0009_06.png,True,False,True,True,False,False,0.0,0.0,0.0,0.0,False,0.0,False,False,7.963,0.149,1.0,simulation,0.94,nominal,OceanGuard-Synth,CC-BY-4.0 (synthetic),test
S1_EVT0009_07,EVT0009,T00088,2026-01-11T15:46:23Z,159.773,38.501258,20.643114,"20.53082,38.40927,20.75541,38.59324",Sentinel-1,GRD,VV+VH,IW,40.0,512,34.98,images\S1_EVT0009_07.npy,masks\S1_EVT0009_07.png,quicklook\S1_EVT0009_07.png,True,False,True,True,False,False,0.0,0.0,0.0,0.0,False,0.0,False,False,0.542,0.3025,0.15,simulation,0.742,low_contrast,OceanGuard-Synth,CC-BY-4.0 (synthetic),test
S1_EVT0009_08,EVT0009,T00089,2026-01-12T09:19:12Z,177.32,38.501258,20.839958,"20.72766,38.40927,20.95225,38.59324",Sentinel-1,GRD,VV+VH,IW,40.0,512,37.79,images\S1_EVT0009_08.npy,masks\S1_EVT0009_08.png,quicklook\S1_EVT0009_08.png,True,False,True,False,True,False,0.0,0.0,0.0,0.0,False,0.0,False,False,6.235,0.5274,1.0,simulation,0.938,nominal,OceanGuard-Synth,CC-BY-4.0 (synthetic),test
S1_EVT0009_09,EVT0009,T00090,2026-01-12T23:52:15Z,191.871,38.501258,21.015745,"20.90345,38.40927,21.12804,38.59324",Sentinel-1,GRD,VV+VH,IW,40.0,512,30.33,images\S1_EVT0009_09.npy,masks\S1_EVT0009_09.png,quicklook\S1_EVT0009_09.png,True,False,True,True,False,False,0.0,0.0,0.0,0.0,False,0.0,False,False,11.404,0.2175,1.0,simulation,0.946,nominal,OceanGuard-Synth,CC-BY-4.0 (synthetic),test
S1_EVT0009_10,EVT0009,T00091,2026-01-13T15:46:10Z,207.77,38.501258,21.104755,"20.99246,38.40927,21.21705,38.59324",Sentinel-1,GRD,VV+VH,IW,40.0,512,35.78,images\S1_EVT0009_10.npy,masks\S1_EVT0009_10.png,quicklook\S1_EVT0009_10.png,True,False,True,True,True,False,0.0,0.0,0.0,0.0,False,0.0,False,False,7.638,0.4031,1.0,simulation,0.987,nominal,OceanGuard-Synth,CC-BY-4.0 (synthetic),test
S1_EVT0010_00,EVT0010,T00092,2026-01-05T18:05:40Z,18.095,36.524113,18.27355,"18.16125,36.43213,18.38585,36.61610",Sentinel-1,GRD,VV+VH,IW,40.0,512,43.81,images\S1_EVT0010_00.npy,masks\S1_EVT0010_00.png,quicklook\S1_EVT0010_00.png,True,False,True,True,False,True,0.0,0.0,0.0,0.0,False,0.0,False,False,2.92,0.5488,0.955,simulation,0.99,nominal,OceanGuard-Synth,CC-BY-4.0 (synthetic),train
S1_EVT0010_01,EVT0010,T00093,2026-01-06T10:08:48Z,34.147,36.400896,21.160203,"21.04791,36.30891,21.27250,36.49288",Sentinel-1,GRD,VV+VH,IW,40.0,512,39.84,images\S1_EVT0010_01.npy,masks\S1_EVT0010_01.png,quicklook\S1_EVT0010_01.png,True,True,False,True,False,False,4.9761,3.094,2.312,126.06,False,0.0,False,False,1.906,0.5219,0.38,simulation,0.848,low_contrast,OceanGuard-Synth,CC-BY-4.0 (synthetic),train
S1_EVT0010_02,EVT0010,T00094,2026-01-07T02:42:44Z,50.712,36.562208,21.368317,"21.25602,36.47022,21.48061,36.65419",Sentinel-1,GRD,VV+VH,IW,40.0,512,43.29,images\S1_EVT0010_02.npy,masks\S1_EVT0010_02.png,quicklook\S1_EVT0010_02.png,True,True,False,False,True,False,18.9556,7.321,4.041,166.83,True,0.99,False,False,6.4,0.067,1.0,simulation,0.99,nominal,OceanGuard-Synth,CC-BY-4.0 (synthetic),train
S1_EVT0010_03,EVT0010,T00095,2026-01-07T20:51:16Z,68.854,36.487976,21.47841,"21.36611,36.39599,21.59071,36.57996",Sentinel-1,GRD,VV+VH,IW,40.0,512,36.81,images\S1_EVT0010_03.npy,masks\S1_EVT0010_03.png,quicklook\S1_EVT0010_03.png,True,True,True,True,False,False,33.5447,13.796,4.801,3.91,True,0.99,False,False,3.994,0.4443,1.0,simulation,0.935,nominal,OceanGuard-Synth,CC-BY-4.0 (synthetic),train
S1_EVT0010_04,EVT0010,T00096,2026-01-08T19:12:39Z,91.211,36.830575,21.631158,"21.51886,36.73859,21.74345,36.92256",Sentinel-1,GRD,VV+VH,IW,40.0,512,43.3,images\S1_EVT0010_04.npy,masks\S1_EVT0010_04.png,quicklook\S1_EVT0010_04.png,True,True,True,True,False,False,57.1562,22.25,4.458,59.78,True,0.99,False,False,5.924,0.5111,1.0,simulation,0.988,nominal,OceanGuard-Synth,CC-BY-4.0 (synthetic),train
S1_EVT0010_05,EVT0010,T00097,2026-01-09T13:21:25Z,109.357,37.135807,21.915511,"21.80322,37.04382,22.02781,37.22779",Sentinel-1,GRD,VV+VH,IW,40.0,512,43.44,images\S1_EVT0010_05.npy,masks\S1_EVT0010_05.png,quicklook\S1_EVT0010_05.png,True,True,True,False,False,False,34.1224,13.905,3.801,31.76,True,0.876,True,False,8.11,0.957,1.0,simulation,0.901,nominal,OceanGuard-Synth,CC-BY-4.0 (synthetic),train
S1_EVT0010_06,EVT0010,T00098,2026-01-10T04:54:27Z,124.908,37.315401,21.920995,"21.80870,37.22341,22.03329,37.40739",Sentinel-1,GRD,VV+VH,IW,40.0,512,41.11,images\S1_EVT0010_06.npy,masks\S1_EVT0010_06.png,quicklook\S1_EVT0010_06.png,True,True,False,True,False,False,37.2254,14.7,4.886,23.6,True,0.943,False,True,10.657,0.4863,1.0,simulation,0.971,nominal,OceanGuard-Synth,CC-BY-4.0 (synthetic),train
S1_EVT0010_07,EVT0010,T00099,2026-01-11T01:03:17Z,145.055,37.412102,21.995163,"21.88287,37.32011,22.10746,37.50409",Sentinel-1,GRD,VV+VH,IW,40.0,512,42.23,images\S1_EVT0010_07.npy,masks\S1_EVT0010_07.png,quicklook\S1_EVT0010_07.png,True,True,False,True,True,False,40.4933,19.57,3.681,15.92,True,0.99,False,False,8.017,0.5125,1.0,simulation,0.954,nominal,OceanGuard-Synth,CC-BY-4.0 (synthetic),train
S1_EVT0010_08,EVT0010,T00100,2026-01-11T17:56:09Z,161.936,37.493186,22.034679,"21.92238,37.40120,22.14697,37.58517",Sentinel-1,GRD,VV+VH,IW,40.0,512,31.83,images\S1_EVT0010_08.npy,masks\S1_EVT0010_08.png,quicklook\S1_EVT0010_08.png,True,True,True,True,False,False,63.1591,22.614,5.204,21.85,False,0.0,False,False,8.239,0.1741,1.0,simulation,0.934,nominal,OceanGuard-Synth,CC-BY-4.0 (synthetic),train
S1_EVT0010_09,EVT0010,T00101,2026-01-12T09:04:54Z,177.082,37.715268,22.149843,"22.03755,37.62328,22.26214,37.80725",Sentinel-1,GRD,VV+VH,IW,40.0,512,34.79,images\S1_EVT0010_09.npy,masks\S1_EVT0010_09.png,quicklook\S1_EVT0010_09.png,True,True,False,True,False,False,45.4008,22.582,5.48,65.62,True,0.99,False,False,5.595,0.5747,1.0,simulation,0.929,nominal,OceanGuard-Synth,CC-BY-4.0 (synthetic),train
S1_EVT0010_10,EVT0010,T00102,2026-01-12T22:08:39Z,190.144,37.837836,22.171896,"22.05960,37.74585,22.28419,37.92982",Sentinel-1,GRD,VV+VH,IW,40.0,512,40.41,images\S1_EVT0010_10.npy,masks\S1_EVT0010_10.png,quicklook\S1_EVT0010_10.png,True,True,True,True,False,False,39.1387,17.246,5.089,48.99,False,0.0,False,False,5.688,0.4073,1.0,simulation,0.96,nominal,OceanGuard-Synth,CC-BY-4.0 (synthetic),train
S1_EVT0011_00,EVT0011,T00103,2026-01-08T13:23:16Z,85.388,37.745661,19.619815,"19.50752,37.65367,19.73211,37.83765",Sentinel-1,GRD,VV+VH,IW,40.0,512,40.57,images\S1_EVT0011_00.npy,masks\S1_EVT0011_00.png,quicklook\S1_EVT0011_00.png,True,True,True,True,False,False,25.6643,8.04,4.665,147.87,True,0.929,False,False,2.376,0.5702,0.647,simulation,0.854,low_contrast,OceanGuard-Synth,CC-BY-4.0 (synthetic),train
S1_EVT0011_01,EVT0011,T00104,2026-01-09T02:49:40Z,98.828,37.978821,19.613209,"19.50091,37.88683,19.72550,38.07081",Sentinel-1,GRD,VV+VH,IW,40.0,512,44.94,images\S1_EVT0011_01.npy,masks\S1_EVT0011_01.png,quicklook\S1_EVT0011_01.png,True,True,True,True,False,False,26.6777,9.683,4.329,23.27,True,0.99,False,False,6.15,0.6521,1.0,simulation,0.951,nominal,OceanGuard-Synth,CC-BY-4.0 (synthetic),train
S1_EVT0011_02,EVT0011,T00105,2026-01-10T00:11:50Z,120.197,38.030367,19.484388,"19.37209,37.93838,19.59668,38.12235",Sentinel-1,GRD,VV+VH,IW,40.0,512,38.54,images\S1_EVT0011_02.npy,masks\S1_EVT0011_02.png,quicklook\S1_EVT0011_02.png,True,True,False,True,False,False,63.8078,22.932,5.53,20.9,True,0.84,False,True,2.934,0.298,0.962,simulation,0.91,nominal,OceanGuard-Synth,CC-BY-4.0 (synthetic),train
S1_EVT0011_03,EVT0011,T00106,2026-01-10T17:31:00Z,137.517,38.268549,19.602536,"19.49024,38.17656,19.71483,38.36054",Sentinel-1,GRD,VV+VH,IW,40.0,512,38.39,images\S1_EVT0011_03.npy,masks\S1_EVT0011_03.png,quicklook\S1_EVT0011_03.png,True,True,True,True,False,False,54.9343,26.155,4.223,42.54,True,0.99,False,False,5.93,0.5646,1.0,simulation,0.937,nominal,OceanGuard-Synth,CC-BY-4.0 (synthetic),train
S1_EVT0011_04,EVT0011,T00107,2026-01-11T07:16:43Z,151.279,38.328377,19.513572,"19.40128,38.23639,19.62587,38.42036",Sentinel-1,GRD,VV+VH,IW,40.0,512,33.95,images\S1_EVT0011_04.npy,masks\S1_EVT0011_04.png,quicklook\S1_EVT0011_04.png,True,True,False,False,True,False,51.0989,17.306,6.795,11.59,True,0.99,False,False,8.888,0.2083,1.0,simulation,0.92,nominal,OceanGuard-Synth,CC-BY-4.0 (synthetic),train
S1_EVT0011_05,EVT0011,T00108,2026-01-11T21:33:54Z,165.565,38.378845,19.702653,"19.59036,38.28686,19.81495,38.47083",Sentinel-1,GRD,VV+VH,IW,40.0,512,43.09,images\S1_EVT0011_05.npy,masks\S1_EVT0011_05.png,quicklook\S1_EVT0011_05.png,True,True,False,False,True,False,37.2019,16.229,3.434,13.38,True,0.99,False,False,7.421,0.4896,1.0,simulation,0.99,nominal,OceanGuard-Synth,CC-BY-4.0 (synthetic),train
S1_EVT0011_06,EVT0011,T00109,2026-01-12T20:17:24Z,188.29,38.501258,19.931026,"19.81873,38.40927,20.04332,38.59324",Sentinel-1,GRD,VV+VH,IW,40.0,512,38.61,images\S1_EVT0011_06.npy,masks\S1_EVT0011_06.png,quicklook\S1_EVT0011_06.png,True,False,True,True,False,False,0.0,0.0,0.0,0.0,False,0.0,False,False,2.172,0.4915,0.531,simulation,0.859,low_contrast,OceanGuard-Synth,CC-BY-4.0 (synthetic),train
S1_EVT0011_07,EVT0011,T00110,2026-01-13T10:18:39Z,202.311,38.501258,20.089343,"19.97705,38.40927,20.20164,38.59324",Sentinel-1,GRD,VV+VH,IW,40.0,512,32.03,images\S1_EVT0011_07.npy,masks\S1_EVT0011_07.png,quicklook\S1_EVT0011_07.png,True,False,True,True,False,False,0.0,0.0,0.0,0.0,False,0.0,False,False,6.947,0.3038,1.0,simulation,0.864,nominal,OceanGuard-Synth,CC-BY-4.0 (synthetic),train
