edge_id,event_id,source_node_id,target_node_id,relation_type,confidence,timestamp,provenance
E000285,EVT0012,EVT0012-H01,EVT0012-OBS000,DERIVED-FROM,,,F3 backtrack
E000286,EVT0012,EVT0012-H01,EVT0012-ENV,DERIVED-FROM,,,forcing
E000287,EVT0012,EVT0012-H02,EVT0012-OBS000,DERIVED-FROM,,,F3 backtrack
E000288,EVT0012,EVT0012-H02,EVT0012-ENV,DERIVED-FROM,,,forcing
E000289,EVT0012,EVT0012-H03,EVT0012-OBS000,DERIVED-FROM,,,F3 backtrack
E000290,EVT0012,EVT0012-H03,EVT0012-ENV,DERIVED-FROM,,,forcing
E000291,EVT0012,EVT0012-H04,EVT0012-OBS000,DERIVED-FROM,,,F3 backtrack
E000292,EVT0012,EVT0012-H04,EVT0012-ENV,DERIVED-FROM,,,forcing
E000293,EVT0012,EVT0012-H05,EVT0012-OBS000,DERIVED-FROM,,,F3 backtrack
E000294,EVT0012,EVT0012-H05,EVT0012-ENV,DERIVED-FROM,,,forcing
E000295,EVT0012,EVT0012-HBEST,EVT0012-OBS000,DERIVED-FROM,,,F3 backtrack
E000296,EVT0012,EVT0012-HBEST,EVT0012-ENV,DERIVED-FROM,,,forcing
E000297,EVT0002,EVT0002-V-480469227,EVT0002-HBEST,TEMPORALLY-COMPATIBLE,0.85,,F4 vs F3
E000298,EVT0003,EVT0003-V-527201014,EVT0003-HBEST,TEMPORALLY-COMPATIBLE,0.85,,F4 vs F3
E000299,EVT0004,EVT0004-V-666296434,EVT0004-HBEST,TEMPORALLY-COMPATIBLE,0.9957,,F4 vs F3
E000300,EVT0004,EVT0004-V-387800812,EVT0004-HBEST,TEMPORALLY-COMPATIBLE,0.85,,F4 vs F3
E000301,EVT0006,EVT0006-V-701271671,EVT0006-HBEST,TEMPORALLY-COMPATIBLE,0.9985,,F4 vs F3
E000302,EVT0007,EVT0007-V-427951534,EVT0007-HBEST,TEMPORALLY-COMPATIBLE,1.0,,F4 vs F3
E000303,EVT0008,EVT0008-V-425068991,EVT0008-HBEST,TEMPORALLY-COMPATIBLE,0.9986,,F4 vs F3
E000304,EVT0009,EVT0009-V-387800812,EVT0009-HBEST,TEMPORALLY-COMPATIBLE,0.85,,F4 vs F3
E000305,EVT0009,EVT0009-V-387871080,EVT0009-HBEST,TEMPORALLY-COMPATIBLE,0.85,,F4 vs F3
E000306,EVT0009,EVT0009-V-314502909,EVT0009-HBEST,TEMPORALLY-COMPATIBLE,0.85,,F4 vs F3
E000307,EVT0010,EVT0010-V-405267985,EVT0010-HBEST,TEMPORALLY-COMPATIBLE,1.0,,F4 vs F3
E000308,EVT0012,EVT0012-V-624609674,EVT0012-HBEST,TEMPORALLY-COMPATIBLE,0.85,,F4 vs F3
E000309,EVT0002,EVT0002-EV-F1F2,EVT0002-OBS000,DERIVED-FROM,,,F1_DETECTION
E000310,EVT0002,EVT0002-EV-F1F2,EVT0002-OBS001,DERIVED-FROM,,,F2_STATE
E000311,EVT0002,EVT0002-OBS000,EVT0002-OBS001,SUPPORTS,0.827,2026-01-14T03:24:19Z,EVT0002-EV-F1F2
E000312,EVT0002,EVT0002-EV-F2F3,EVT0002-OBS001,DERIVED-FROM,,,F2_DRIFT
E000313,EVT0002,EVT0002-EV-F2F3,EVT0002-HBEST,DERIVED-FROM,,,F3_FORCING
E000314,EVT0002,EVT0002-OBS001,EVT0002-HBEST,SUPPORTS,0.827,2026-01-14T03:24:19Z,EVT0002-EV-F2F3
E000315,EVT0002,EVT0002-EV-F3F4-480469227,EVT0002-HBEST,DERIVED-FROM,,,F3_SOURCE_HYPOTHESIS
E000316,EVT0002,EVT0002-EV-F3F4-480469227,EVT0002-V-480469227,DERIVED-FROM,,,F4_VESSEL_TRACK
E000317,EVT0002,EVT0002-HBEST,EVT0002-V-480469227,SUPPORTS,0.827,2026-01-12T16:04:39Z,EVT0002-EV-F3F4-480469227
E000318,EVT0002,EVT0002-EV-F3F4-427951534,EVT0002-HBEST,DERIVED-FROM,,,F3_SOURCE_HYPOTHESIS
E000319,EVT0002,EVT0002-EV-F3F4-427951534,EVT0002-V-427951534,DERIVED-FROM,,,F4_VESSEL_TRACK
E000320,EVT0002,EVT0002-EV-F3F4-592609471,EVT0002-HBEST,DERIVED-FROM,,,F3_SOURCE_HYPOTHESIS
E000321,EVT0002,EVT0002-EV-F3F4-592609471,EVT0002-V-592609471,DERIVED-FROM,,,F4_VESSEL_TRACK
E000322,EVT0002,EVT0002-HBEST,EVT0002-V-592609471,CONTRADICTS,0.827,2026-01-12T17:55:34Z,EVT0002-EV-F3F4-592609471
E000323,EVT0002,EVT0002-EV-F3F4-624609674,EVT0002-HBEST,DERIVED-FROM,,,F3_SOURCE_HYPOTHESIS
E000324,EVT0002,EVT0002-EV-F3F4-624609674,EVT0002-V-624609674,DERIVED-FROM,,,F4_VESSEL_TRACK
E000325,EVT0002,EVT0002-HBEST,EVT0002-V-624609674,CONTRADICTS,0.827,2026-01-13T19:47:25Z,EVT0002-EV-F3F4-624609674
E000326,EVT0002,EVT0002-EV-F3F4-425068991,EVT0002-HBEST,DERIVED-FROM,,,F3_SOURCE_HYPOTHESIS
E000327,EVT0002,EVT0002-EV-F3F4-425068991,EVT0002-V-425068991,DERIVED-FROM,,,F4_VESSEL_TRACK
E000328,EVT0002,EVT0002-HBEST,EVT0002-V-425068991,CONTRADICTS,0.827,2026-01-12T07:52:10Z,EVT0002-EV-F3F4-425068991
E000329,EVT0003,EVT0003-EV-F1F2,EVT0003-OBS000,DERIVED-FROM,,,F1_DETECTION
E000330,EVT0003,EVT0003-EV-F1F2,EVT0003-OBS001,DERIVED-FROM,,,F2_STATE
E000331,EVT0003,EVT0003-OBS000,EVT0003-OBS001,SUPPORTS,0.8534,2026-01-12T04:39:18Z,EVT0003-EV-F1F2
E000332,EVT0003,EVT0003-EV-F2F3,EVT0003-OBS001,DERIVED-FROM,,,F2_DRIFT
E000333,EVT0003,EVT0003-EV-F2F3,EVT0003-HBEST,DERIVED-FROM,,,F3_FORCING
E000334,EVT0003,EVT0003-OBS001,EVT0003-HBEST,SUPPORTS,0.8534,2026-01-12T04:39:18Z,EVT0003-EV-F2F3
E000335,EVT0003,EVT0003-EV-F3F4-527201014,EVT0003-HBEST,DERIVED-FROM,,,F3_SOURCE_HYPOTHESIS
E000336,EVT0003,EVT0003-EV-F3F4-527201014,EVT0003-V-527201014,DERIVED-FROM,,,F4_VESSEL_TRACK
E000337,EVT0003,EVT0003-HBEST,EVT0003-V-527201014,SUPPORTS,0.8534,2026-01-11T08:28:45Z,EVT0003-EV-F3F4-527201014
E000338,EVT0003,EVT0003-EV-F3F4-592609471,EVT0003-HBEST,DERIVED-FROM,,,F3_SOURCE_HYPOTHESIS
E000339,EVT0003,EVT0003-EV-F3F4-592609471,EVT0003-V-592609471,DERIVED-FROM,,,F4_VESSEL_TRACK
E000340,EVT0003,EVT0003-HBEST,EVT0003-V-592609471,CONTRADICTS,0.8534,2026-01-11T14:06:00Z,EVT0003-EV-F3F4-592609471
E000341,EVT0003,EVT0003-EV-F3F4-649261623,EVT0003-HBEST,DERIVED-FROM,,,F3_SOURCE_HYPOTHESIS
E000342,EVT0003,EVT0003-EV-F3F4-649261623,EVT0003-V-649261623,DERIVED-FROM,,,F4_VESSEL_TRACK
E000343,EVT0003,EVT0003-HBEST,EVT0003-V-649261623,CONTRADICTS,0.8534,2026-01-11T10:45:43Z,EVT0003-EV-F3F4-649261623
E000344,EVT0003,EVT0003-EV-F3F4-425068991,EVT0003-HBEST,DERIVED-FROM,,,F3_SOURCE_HYPOTHESIS
E000345,EVT0003,EVT0003-EV-F3F4-425068991,EVT0003-V-425068991,DERIVED-FROM,,,F4_VESSEL_TRACK
E000346,EVT0003,EVT0003-HBEST,EVT0003-V-425068991,CONTRADICTS,0.8534,2026-01-10T07:32:16Z,EVT0003-EV-F3F4-425068991
E000347,EVT0003,EVT0003-EV-F3F4-425372509,EVT0003-HBEST,DERIVED-FROM,,,F3_SOURCE_HYPOTHESIS
E000348,EVT0003,EVT0003-EV-F3F4-425372509,EVT0003-V-425372509,DERIVED-FROM,,,F4_VESSEL_TRACK
E000349,EVT0003,EVT0003-HBEST,EVT0003-V-425372509,CONTRADICTS,0.8534,2026-01-10T05:55:45Z,EVT0003-EV-F3F4-425372509
E000350,EVT0004,EVT0004-EV-F1F2,EVT0004-OBS000,DERIVED-FROM,,,F1_DETECTION
E000351,EVT0004,EVT0004-EV-F1F2,EVT0004-OBS001,DERIVED-FROM,,,F2_STATE
E000352,EVT0004,EVT0004-OBS000,EVT0004-OBS001,SUPPORTS,0.99,2026-01-07T11:51:13Z,EVT0004-EV-F1F2
E000353,EVT0004,EVT0004-EV-F2F3,EVT0004-OBS001,DERIVED-FROM,,,F2_DRIFT
E000354,EVT0004,EVT0004-EV-F2F3,EVT0004-HBEST,DERIVED-FROM,,,F3_FORCING
E000355,EVT0004,EVT0004-OBS001,EVT0004-HBEST,SUPPORTS,0.99,2026-01-07T11:51:13Z,EVT0004-EV-F2F3
E000356,EVT0004,EVT0004-EV-F3F4-666296434,EVT0004-HBEST,DERIVED-FROM,,,F3_SOURCE_HYPOTHESIS
E000357,EVT0004,EVT0004-EV-F3F4-666296434,EVT0004-V-666296434,DERIVED-FROM,,,F4_VESSEL_TRACK
E000358,EVT0004,EVT0004-HBEST,EVT0004-V-666296434,SUPPORTS,0.99,2026-01-06T05:40:49Z,EVT0004-EV-F3F4-666296434
E000359,EVT0004,EVT0004-EV-F3F4-387800812,EVT0004-HBEST,DERIVED-FROM,,,F3_SOURCE_HYPOTHESIS
E000360,EVT0004,EVT0004-EV-F3F4-387800812,EVT0004-V-387800812,DERIVED-FROM,,,F4_VESSEL_TRACK
E000361,EVT0004,EVT0004-EV-F3F4-701271671,EVT0004-HBEST,DERIVED-FROM,,,F3_SOURCE_HYPOTHESIS
E000362,EVT0004,EVT0004-EV-F3F4-701271671,EVT0004-V-701271671,DERIVED-FROM,,,F4_VESSEL_TRACK
E000363,EVT0004,EVT0004-EV-F3F4-405267985,EVT0004-HBEST,DERIVED-FROM,,,F3_SOURCE_HYPOTHESIS
E000364,EVT0004,EVT0004-EV-F3F4-405267985,EVT0004-V-405267985,DERIVED-FROM,,,F4_VESSEL_TRACK
E000365,EVT0004,EVT0004-HBEST,EVT0004-V-405267985,CONTRADICTS,0.99,2026-01-06T13:44:00Z,EVT0004-EV-F3F4-405267985
E000366,EVT0004,EVT0004-EV-F3F4-741731333,EVT0004-HBEST,DERIVED-FROM,,,F3_SOURCE_HYPOTHESIS
E000367,EVT0004,EVT0004-EV-F3F4-741731333,EVT0004-V-741731333,DERIVED-FROM,,,F4_VESSEL_TRACK
E000368,EVT0004,EVT0004-HBEST,EVT0004-V-741731333,CONTRADICTS,0.99,2026-01-05T16:52:47Z,EVT0004-EV-F3F4-741731333
E000369,EVT0005,EVT0005-EV-F1F2,EVT0005-OBS000,DERIVED-FROM,,,F1_DETECTION
E000370,EVT0005,EVT0005-EV-F1F2,EVT0005-OBS001,DERIVED-FROM,,,F2_STATE
E000371,EVT0005,EVT0005-OBS000,EVT0005-OBS001,SUPPORTS,0.8864,2026-01-13T20:00:25Z,EVT0005-EV-F1F2
E000372,EVT0005,EVT0005-EV-F2F3,EVT0005-OBS001,DERIVED-FROM,,,F2_DRIFT
E000373,EVT0005,EVT0005-EV-F2F3,EVT0005-HBEST,DERIVED-FROM,,,F3_FORCING
E000374,EVT0005,EVT0005-OBS001,EVT0005-HBEST,SUPPORTS,0.8864,2026-01-13T20:00:25Z,EVT0005-EV-F2F3
E000375,EVT0005,EVT0005-EV-F3F4-592609471,EVT0005-HBEST,DERIVED-FROM,,,F3_SOURCE_HYPOTHESIS
E000376,EVT0005,EVT0005-EV-F3F4-592609471,EVT0005-V-592609471,DERIVED-FROM,,,F4_VESSEL_TRACK
E000377,EVT0005,EVT0005-EV-F3F4-480469227,EVT0005-HBEST,DERIVED-FROM,,,F3_SOURCE_HYPOTHESIS
E000378,EVT0005,EVT0005-EV-F3F4-480469227,EVT0005-V-480469227,DERIVED-FROM,,,F4_VESSEL_TRACK
E000379,EVT0005,EVT0005-EV-F3F4-427951534,EVT0005-HBEST,DERIVED-FROM,,,F3_SOURCE_HYPOTHESIS
E000380,EVT0005,EVT0005-EV-F3F4-427951534,EVT0005-V-427951534,DERIVED-FROM,,,F4_VESSEL_TRACK
E000381,EVT0005,EVT0005-HBEST,EVT0005-V-427951534,CONTRADICTS,0.8864,2026-01-13T11:26:12Z,EVT0005-EV-F3F4-427951534
E000382,EVT0005,EVT0005-EV-F3F4-624609674,EVT0005-HBEST,DERIVED-FROM,,,F3_SOURCE_HYPOTHESIS
E000383,EVT0005,EVT0005-EV-F3F4-624609674,EVT0005-V-624609674,DERIVED-FROM,,,F4_VESSEL_TRACK
E000384,EVT0005,EVT0005-HBEST,EVT0005-V-624609674,CONTRADICTS,0.8864,2026-01-13T11:26:43Z,EVT0005-EV-F3F4-624609674
E000385,EVT0005,EVT0005-EV-F3F4-425068991,EVT0005-HBEST,DERIVED-FROM,,,F3_SOURCE_HYPOTHESIS
E000386,EVT0005,EVT0005-EV-F3F4-425068991,EVT0005-V-425068991,DERIVED-FROM,,,F4_VESSEL_TRACK
E000387,EVT0005,EVT0005-HBEST,EVT0005-V-425068991,CONTRADICTS,0.8864,2026-01-11T23:31:12Z,EVT0005-EV-F3F4-425068991
E000388,EVT0006,EVT0006-EV-F1F2,EVT0006-OBS000,DERIVED-FROM,,,F1_DETECTION
E000389,EVT0006,EVT0006-EV-F1F2,EVT0006-OBS001,DERIVED-FROM,,,F2_STATE
E000390,EVT0006,EVT0006-OBS000,EVT0006-OBS001,SUPPORTS,0.9567,2026-01-07T11:14:04Z,EVT0006-EV-F1F2
E000391,EVT0006,EVT0006-EV-F2F3,EVT0006-OBS001,DERIVED-FROM,,,F2_DRIFT
E000392,EVT0006,EVT0006-EV-F2F3,EVT0006-HBEST,DERIVED-FROM,,,F3_FORCING
E000393,EVT0006,EVT0006-OBS001,EVT0006-HBEST,SUPPORTS,0.9567,2026-01-07T11:14:04Z,EVT0006-EV-F2F3
E000394,EVT0006,EVT0006-EV-F3F4-701271671,EVT0006-HBEST,DERIVED-FROM,,,F3_SOURCE_HYPOTHESIS
E000395,EVT0006,EVT0006-EV-F3F4-701271671,EVT0006-V-701271671,DERIVED-FROM,,,F4_VESSEL_TRACK
E000396,EVT0006,EVT0006-HBEST,EVT0006-V-701271671,SUPPORTS,0.9567,2026-01-06T08:33:57Z,EVT0006-EV-F3F4-701271671
E000397,EVT0006,EVT0006-EV-F3F4-741731333,EVT0006-HBEST,DERIVED-FROM,,,F3_SOURCE_HYPOTHESIS
E000398,EVT0006,EVT0006-EV-F3F4-741731333,EVT0006-V-741731333,DERIVED-FROM,,,F4_VESSEL_TRACK
E000399,EVT0006,EVT0006-HBEST,EVT0006-V-741731333,CONTRADICTS,0.9567,2026-01-05T18:29:16Z,EVT0006-EV-F3F4-741731333
E000400,EVT0006,EVT0006-EV-F3F4-405267985,EVT0006-HBEST,DERIVED-FROM,,,F3_SOURCE_HYPOTHESIS
E000401,EVT0006,EVT0006-EV-F3F4-405267985,EVT0006-V-405267985,DERIVED-FROM,,,F4_VESSEL_TRACK
E000402,EVT0006,EVT0006-HBEST,EVT0006-V-405267985,CONTRADICTS,0.9567,2026-01-06T10:43:17Z,EVT0006-EV-F3F4-405267985
E000403,EVT0006,EVT0006-EV-F3F4-666296434,EVT0006-HBEST,DERIVED-FROM,,,F3_SOURCE_HYPOTHESIS
E000404,EVT0006,EVT0006-EV-F3F4-666296434,EVT0006-V-666296434,DERIVED-FROM,,,F4_VESSEL_TRACK
E000405,EVT0006,EVT0006-HBEST,EVT0006-V-666296434,CONTRADICTS,0.9567,2026-01-05T23:28:54Z,EVT0006-EV-F3F4-666296434
E000406,EVT0006,EVT0006-EV-F3F4-387871080,EVT0006-HBEST,DERIVED-FROM,,,F3_SOURCE_HYPOTHESIS
E000407,EVT0006,EVT0006-EV-F3F4-387871080,EVT0006-V-387871080,DERIVED-FROM,,,F4_VESSEL_TRACK
E000408,EVT0006,EVT0006-HBEST,EVT0006-V-387871080,CONTRADICTS,0.9567,2026-01-06T04:22:46Z,EVT0006-EV-F3F4-387871080
E000409,EVT0007,EVT0007-EV-F1F2,EVT0007-OBS000,DERIVED-FROM,,,F1_DETECTION
E000410,EVT0007,EVT0007-EV-F1F2,EVT0007-OBS001,DERIVED-FROM,,,F2_STATE
E000411,EVT0007,EVT0007-OBS000,EVT0007-OBS001,SUPPORTS,0.8832,2026-01-14T02:37:20Z,EVT0007-EV-F1F2
E000412,EVT0007,EVT0007-EV-F2F3,EVT0007-OBS001,DERIVED-FROM,,,F2_DRIFT
E000413,EVT0007,EVT0007-EV-F2F3,EVT0007-HBEST,DERIVED-FROM,,,F3_FORCING
E000414,EVT0007,EVT0007-OBS001,EVT0007-HBEST,SUPPORTS,0.8832,2026-01-14T02:37:20Z,EVT0007-EV-F2F3
E000415,EVT0007,EVT0007-EV-F3F4-427951534,EVT0007-HBEST,DERIVED-FROM,,,F3_SOURCE_HYPOTHESIS
E000416,EVT0007,EVT0007-EV-F3F4-427951534,EVT0007-V-427951534,DERIVED-FROM,,,F4_VESSEL_TRACK
E000417,EVT0007,EVT0007-HBEST,EVT0007-V-427951534,SUPPORTS,0.8832,2026-01-13T02:04:44Z,EVT0007-EV-F3F4-427951534
E000418,EVT0007,EVT0007-EV-F3F4-480469227,EVT0007-HBEST,DERIVED-FROM,,,F3_SOURCE_HYPOTHESIS
E000419,EVT0007,EVT0007-EV-F3F4-480469227,EVT0007-V-480469227,DERIVED-FROM,,,F4_VESSEL_TRACK
E000420,EVT0007,EVT0007-HBEST,EVT0007-V-480469227,CONTRADICTS,0.8832,2026-01-12T16:05:10Z,EVT0007-EV-F3F4-480469227
E000421,EVT0007,EVT0007-EV-F3F4-592609471,EVT0007-HBEST,DERIVED-FROM,,,F3_SOURCE_HYPOTHESIS
E000422,EVT0007,EVT0007-EV-F3F4-592609471,EVT0007-V-592609471,DERIVED-FROM,,,F4_VESSEL_TRACK
E000423,EVT0007,EVT0007-HBEST,EVT0007-V-592609471,CONTRADICTS,0.8832,2026-01-12T16:39:28Z,EVT0007-EV-F3F4-592609471
E000424,EVT0007,EVT0007-EV-F3F4-624609674,EVT0007-HBEST,DERIVED-FROM,,,F3_SOURCE_HYPOTHESIS
E000425,EVT0007,EVT0007-EV-F3F4-624609674,EVT0007-V-624609674,DERIVED-FROM,,,F4_VESSEL_TRACK
E000426,EVT0007,EVT0007-HBEST,EVT0007-V-624609674,CONTRADICTS,0.8832,2026-01-13T10:44:02Z,EVT0007-EV-F3F4-624609674
E000427,EVT0007,EVT0007-EV-F3F4-425068991,EVT0007-HBEST,DERIVED-FROM,,,F3_SOURCE_HYPOTHESIS
E000428,EVT0007,EVT0007-EV-F3F4-425068991,EVT0007-V-425068991,DERIVED-FROM,,,F4_VESSEL_TRACK
E000429,EVT0007,EVT0007-HBEST,EVT0007-V-425068991,CONTRADICTS,0.8832,2026-01-11T22:49:18Z,EVT0007-EV-F3F4-425068991
E000430,EVT0008,EVT0008-EV-F1F2,EVT0008-OBS000,DERIVED-FROM,,,F1_DETECTION
E000431,EVT0008,EVT0008-EV-F1F2,EVT0008-OBS001,DERIVED-FROM,,,F2_STATE
E000432,EVT0008,EVT0008-OBS000,EVT0008-OBS001,SUPPORTS,0.9473,2026-01-12T03:40:53Z,EVT0008-EV-F1F2
E000433,EVT0008,EVT0008-EV-F2F3,EVT0008-OBS001,DERIVED-FROM,,,F2_DRIFT
E000434,EVT0008,EVT0008-EV-F2F3,EVT0008-HBEST,DERIVED-FROM,,,F3_FORCING
E000435,EVT0008,EVT0008-OBS001,EVT0008-HBEST,SUPPORTS,0.9473,2026-01-12T03:40:53Z,EVT0008-EV-F2F3
E000436,EVT0008,EVT0008-EV-F3F4-425068991,EVT0008-HBEST,DERIVED-FROM,,,F3_SOURCE_HYPOTHESIS
E000437,EVT0008,EVT0008-EV-F3F4-425068991,EVT0008-V-425068991,DERIVED-FROM,,,F4_VESSEL_TRACK
E000438,EVT0008,EVT0008-HBEST,EVT0008-V-425068991,SUPPORTS,0.9473,2026-01-11T01:23:39Z,EVT0008-EV-F3F4-425068991
E000439,EVT0008,EVT0008-EV-F3F4-394390438,EVT0008-HBEST,DERIVED-FROM,,,F3_SOURCE_HYPOTHESIS
E000440,EVT0008,EVT0008-EV-F3F4-394390438,EVT0008-V-394390438,DERIVED-FROM,,,F4_VESSEL_TRACK
E000441,EVT0008,EVT0008-EV-F3F4-649261623,EVT0008-HBEST,DERIVED-FROM,,,F3_SOURCE_HYPOTHESIS
E000442,EVT0008,EVT0008-EV-F3F4-649261623,EVT0008-V-649261623,DERIVED-FROM,,,F4_VESSEL_TRACK
E000443,EVT0008,EVT0008-EV-F3F4-527201014,EVT0008-HBEST,DERIVED-FROM,,,F3_SOURCE_HYPOTHESIS
E000444,EVT0008,EVT0008-EV-F3F4-527201014,EVT0008-V-527201014,DERIVED-FROM,,,F4_VESSEL_TRACK
E000445,EVT0008,EVT0008-HBEST,EVT0008-V-527201014,CONTRADICTS,0.9473,2026-01-11T04:25:38Z,EVT0008-EV-F3F4-527201014
E000446,EVT0008,EVT0008-EV-F3F4-425372509,EVT0008-HBEST,DERIVED-FROM,,,F3_SOURCE_HYPOTHESIS
E000447,EVT0008,EVT0008-EV-F3F4-425372509,EVT0008-V-425372509,DERIVED-FROM,,,F4_VESSEL_TRACK
E000448,EVT0008,EVT0008-HBEST,EVT0008-V-425372509,CONTRADICTS,0.9473,2026-01-10T06:14:14Z,EVT0008-EV-F3F4-425372509
E000449,EVT0009,EVT0009-EV-F1F2,EVT0009-OBS000,DERIVED-FROM,,,F1_DETECTION
E000450,EVT0009,EVT0009-EV-F1F2,EVT0009-OBS001,DERIVED-FROM,,,F2_STATE
E000451,EVT0009,EVT0009-OBS000,EVT0009-OBS001,SUPPORTS,0.8952,2026-01-07T15:58:32Z,EVT0009-EV-F1F2
E000452,EVT0009,EVT0009-EV-F2F3,EVT0009-OBS001,DERIVED-FROM,,,F2_DRIFT
E000453,EVT0009,EVT0009-EV-F2F3,EVT0009-HBEST,DERIVED-FROM,,,F3_FORCING
E000454,EVT0009,EVT0009-OBS001,EVT0009-HBEST,SUPPORTS,0.8952,2026-01-07T15:58:32Z,EVT0009-EV-F2F3
E000455,EVT0009,EVT0009-EV-F3F4-387800812,EVT0009-HBEST,DERIVED-FROM,,,F3_SOURCE_HYPOTHESIS
E000456,EVT0009,EVT0009-EV-F3F4-387800812,EVT0009-V-387800812,DERIVED-FROM,,,F4_VESSEL_TRACK
E000457,EVT0009,EVT0009-EV-F3F4-387871080,EVT0009-HBEST,DERIVED-FROM,,,F3_SOURCE_HYPOTHESIS
E000458,EVT0009,EVT0009-EV-F3F4-387871080,EVT0009-V-387871080,DERIVED-FROM,,,F4_VESSEL_TRACK
E000459,EVT0009,EVT0009-EV-F3F4-314502909,EVT0009-HBEST,DERIVED-FROM,,,F3_SOURCE_HYPOTHESIS
E000460,EVT0009,EVT0009-EV-F3F4-314502909,EVT0009-V-314502909,DERIVED-FROM,,,F4_VESSEL_TRACK
E000461,EVT0009,EVT0009-EV-F3F4-741731333,EVT0009-HBEST,DERIVED-FROM,,,F3_SOURCE_HYPOTHESIS
E000462,EVT0009,EVT0009-EV-F3F4-741731333,EVT0009-V-741731333,DERIVED-FROM,,,F4_VESSEL_TRACK
E000463,EVT0009,EVT0009-EV-F3F4-405267985,EVT0009-HBEST,DERIVED-FROM,,,F3_SOURCE_HYPOTHESIS
E000464,EVT0009,EVT0009-EV-F3F4-405267985,EVT0009-V-405267985,DERIVED-FROM,,,F4_VESSEL_TRACK
E000465,EVT0009,EVT0009-HBEST,EVT0009-V-405267985,CONTRADICTS,0.8952,2026-01-06T22:28:23Z,EVT0009-EV-F3F4-405267985
E000466,EVT0010,EVT0010-EV-F1F2,EVT0010-OBS000,DERIVED-FROM,,,F1_DETECTION
E000467,EVT0010,EVT0010-EV-F1F2,EVT0010-OBS001,DERIVED-FROM,,,F2_STATE
E000468,EVT0010,EVT0010-OBS000,EVT0010-OBS001,SUPPORTS,0.967,2026-01-07T20:51:16Z,EVT0010-EV-F1F2
E000469,EVT0010,EVT0010-EV-F2F3,EVT0010-OBS001,DERIVED-FROM,,,F2_DRIFT
E000470,EVT0010,EVT0010-EV-F2F3,EVT0010-HBEST,DERIVED-FROM,,,F3_FORCING
E000471,EVT0010,EVT0010-OBS001,EVT0010-HBEST,SUPPORTS,0.967,2026-01-07T20:51:16Z,EVT0010-EV-F2F3
E000472,EVT0010,EVT0010-EV-F3F4-405267985,EVT0010-HBEST,DERIVED-FROM,,,F3_SOURCE_HYPOTHESIS
E000473,EVT0010,EVT0010-EV-F3F4-405267985,EVT0010-V-405267985,DERIVED-FROM,,,F4_VESSEL_TRACK
E000474,EVT0010,EVT0010-EV-F3F4-666296434,EVT0010-HBEST,DERIVED-FROM,,,F3_SOURCE_HYPOTHESIS
E000475,EVT0010,EVT0010-EV-F3F4-666296434,EVT0010-V-666296434,DERIVED-FROM,,,F4_VESSEL_TRACK
E000476,EVT0010,EVT0010-HBEST,EVT0010-V-666296434,CONTRADICTS,0.967,2026-01-06T00:54:58Z,EVT0010-EV-F3F4-666296434
E000477,EVT0010,EVT0010-EV-F3F4-701271671,EVT0010-HBEST,DERIVED-FROM,,,F3_SOURCE_HYPOTHESIS
E000478,EVT0010,EVT0010-EV-F3F4-701271671,EVT0010-V-701271671,DERIVED-FROM,,,F4_VESSEL_TRACK
E000479,EVT0010,EVT0010-HBEST,EVT0010-V-701271671,CONTRADICTS,0.967,2026-01-06T05:11:32Z,EVT0010-EV-F3F4-701271671
E000480,EVT0010,EVT0010-EV-F3F4-741731333,EVT0010-HBEST,DERIVED-FROM,,,F3_SOURCE_HYPOTHESIS
E000481,EVT0010,EVT0010-EV-F3F4-741731333,EVT0010-V-741731333,DERIVED-FROM,,,F4_VESSEL_TRACK
E000482,EVT0010,EVT0010-HBEST,EVT0010-V-741731333,CONTRADICTS,0.967,2026-01-05T20:48:23Z,EVT0010-EV-F3F4-741731333
E000483,EVT0010,EVT0010-EV-F3F4-387871080,EVT0010-HBEST,DERIVED-FROM,,,F3_SOURCE_HYPOTHESIS
E000484,EVT0010,EVT0010-EV-F3F4-387871080,EVT0010-V-387871080,DERIVED-FROM,,,F4_VESSEL_TRACK
E000485,EVT0010,EVT0010-HBEST,EVT0010-V-387871080,CONTRADICTS,0.967,2026-01-06T02:02:42Z,EVT0010-EV-F3F4-387871080
E000486,EVT0011,EVT0011-EV-F1F2,EVT0011-OBS000,DERIVED-FROM,,,F1_DETECTION
E000487,EVT0011,EVT0011-EV-F1F2,EVT0011-OBS001,DERIVED-FROM,,,F2_STATE
E000488,EVT0011,EVT0011-OBS000,EVT0011-OBS001,SUPPORTS,0.9548,2026-01-09T02:49:40Z,EVT0011-EV-F1F2
E000489,EVT0011,EVT0011-EV-F2F3,EVT0011-OBS001,DERIVED-FROM,,,F2_DRIFT
E000490,EVT0011,EVT0011-EV-F2F3,EVT0011-HBEST,DERIVED-FROM,,,F3_FORCING
E000491,EVT0011,EVT0011-OBS001,EVT0011-HBEST,SUPPORTS,0.9548,2026-01-09T02:49:40Z,EVT0011-EV-F2F3
E000492,EVT0011,EVT0011-EV-F3F4-611252685,EVT0011-HBEST,DERIVED-FROM,,,F3_SOURCE_HYPOTHESIS
E000493,EVT0011,EVT0011-EV-F3F4-611252685,EVT0011-V-611252685,DERIVED-FROM,,,F4_VESSEL_TRACK
