node_id,event_id,node_type,timestamp,latitude,longitude,confidence,uncertainty,provenance
EVT0009-H00,EVT0009,SOURCE_HYPOTHESIS,2026-01-06T15:02:47Z,37.420297,20.493639,0.4441,1.139,seed:EVT0009-OBS000
EVT0009-H01,EVT0009,SOURCE_HYPOTHESIS,2026-01-06T13:51:17Z,37.442953,20.508098,0.1069,4.733,seed:EVT0009-OBS000
EVT0009-H02,EVT0009,SOURCE_HYPOTHESIS,2026-01-06T09:05:43Z,37.478177,20.575371,0.0986,5.129,seed:EVT0009-OBS000
EVT0009-H03,EVT0009,SOURCE_HYPOTHESIS,2026-01-06T18:26:30Z,37.362448,20.442893,0.1455,3.476,seed:EVT0009-OBS000
EVT0009-H04,EVT0009,SOURCE_HYPOTHESIS,2026-01-06T12:25:41Z,37.442344,20.509945,0.0972,5.205,seed:EVT0009-OBS000
EVT0009-H05,EVT0009,SOURCE_HYPOTHESIS,2026-01-06T13:35:23Z,37.445092,20.515199,0.1078,4.694,seed:EVT0009-OBS000
EVT0009-HBEST,EVT0009,SOURCE_HYPOTHESIS,2026-01-06T15:02:47Z,37.420297,20.493639,1.0,5.294,seed:EVT0009-OBS000
EVT0010-H00,EVT0010,SOURCE_HYPOTHESIS,2026-01-06T08:42:44Z,36.483865,21.497066,0.4019,3.584,seed:EVT0010-OBS000
EVT0010-H01,EVT0010,SOURCE_HYPOTHESIS,2026-01-06T11:43:51Z,36.513706,21.453267,0.1666,8.649,seed:EVT0010-OBS000
EVT0010-H02,EVT0010,SOURCE_HYPOTHESIS,2026-01-06T07:33:58Z,36.490203,21.519136,0.1124,12.813,seed:EVT0010-OBS000
EVT0010-H03,EVT0010,SOURCE_HYPOTHESIS,2026-01-06T04:39:46Z,36.459031,21.521408,0.0968,14.885,seed:EVT0010-OBS000
EVT0010-H04,EVT0010,SOURCE_HYPOTHESIS,2026-01-06T05:51:18Z,36.473959,21.524046,0.0985,14.631,seed:EVT0010-OBS000
EVT0010-H05,EVT0010,SOURCE_HYPOTHESIS,2026-01-06T07:28:44Z,36.485822,21.504931,0.1239,11.631,seed:EVT0010-OBS000
EVT0010-HBEST,EVT0010,SOURCE_HYPOTHESIS,2026-01-06T08:42:44Z,36.483865,21.497066,1.0,3.584,seed:EVT0010-OBS000
EVT0011-H00,EVT0011,SOURCE_HYPOTHESIS,2026-01-07T19:23:16Z,37.940096,19.396783,0.4289,2.582,seed:EVT0011-OBS000
EVT0011-H01,EVT0011,SOURCE_HYPOTHESIS,2026-01-07T17:19:58Z,37.962619,19.412277,0.1035,10.702,seed:EVT0011-OBS000
EVT0011-H02,EVT0011,SOURCE_HYPOTHESIS,2026-01-07T20:53:57Z,37.919312,19.421666,0.1179,9.389,seed:EVT0011-OBS000
EVT0011-H03,EVT0011,SOURCE_HYPOTHESIS,2026-01-07T23:46:41Z,37.869096,19.473309,0.1309,8.457,seed:EVT0011-OBS000
EVT0011-H04,EVT0011,SOURCE_HYPOTHESIS,2026-01-07T22:14:52Z,37.89582,19.437737,0.116,9.542,seed:EVT0011-OBS000
EVT0011-H05,EVT0011,SOURCE_HYPOTHESIS,2026-01-07T16:28:01Z,37.980484,19.368343,0.1027,10.779,seed:EVT0011-OBS000
EVT0011-HBEST,EVT0011,SOURCE_HYPOTHESIS,2026-01-07T19:23:16Z,37.940096,19.396783,1.0,5.178,seed:EVT0011-OBS000
EVT0012-H00,EVT0012,SOURCE_HYPOTHESIS,2026-01-12T10:42:15Z,35.628451,21.542635,0.354,4.893,seed:EVT0012-OBS000
EVT0012-H01,EVT0012,SOURCE_HYPOTHESIS,2026-01-12T14:50:27Z,35.642976,21.535795,0.1617,10.709,seed:EVT0012-OBS000
EVT0012-H02,EVT0012,SOURCE_HYPOTHESIS,2026-01-12T13:12:34Z,35.669223,21.571505,0.1375,12.594,seed:EVT0012-OBS000
EVT0012-H03,EVT0012,SOURCE_HYPOTHESIS,2026-01-12T07:27:01Z,35.621634,21.478537,0.0866,19.997,seed:EVT0012-OBS000
EVT0012-H04,EVT0012,SOURCE_HYPOTHESIS,2026-01-12T11:24:57Z,35.651876,21.551133,0.1199,14.444,seed:EVT0012-OBS000
EVT0012-H05,EVT0012,SOURCE_HYPOTHESIS,2026-01-12T13:39:03Z,35.674883,21.587944,0.1403,12.347,seed:EVT0012-OBS000
EVT0012-HBEST,EVT0012,SOURCE_HYPOTHESIS,2026-01-12T10:42:15Z,35.628451,21.542635,1.0,4.893,seed:EVT0012-OBS000
EVT0001-V-329813634,EVT0001,VESSEL,2026-01-08T21:28:12Z,,,0.2945,,AIS mmsi 329813634
EVT0001-V-459453140,EVT0001,VESSEL,2026-01-08T10:01:37Z,,,0.063,,AIS mmsi 459453140
EVT0001-V-725796285,EVT0001,VESSEL,2026-01-08T10:03:18Z,,,0.6112,,AIS mmsi 725796285
EVT0001-V-611252685,EVT0001,VESSEL,2026-01-08T10:02:41Z,,,0.1074,,AIS mmsi 611252685
EVT0001-V-459158148,EVT0001,VESSEL,2026-01-08T20:12:42Z,,,0.4565,,AIS mmsi 459158148
EVT0002-V-480469227,EVT0002,VESSEL,2026-01-12T16:04:39Z,,,0.5581,,AIS mmsi 480469227
EVT0002-V-427951534,EVT0002,VESSEL,2026-01-12T22:59:25Z,,,0.4825,,AIS mmsi 427951534
EVT0002-V-592609471,EVT0002,VESSEL,2026-01-12T17:55:34Z,,,0.3671,,AIS mmsi 592609471
EVT0002-V-624609674,EVT0002,VESSEL,2026-01-13T19:47:25Z,,,0.7321,,AIS mmsi 624609674
EVT0002-V-425068991,EVT0002,VESSEL,2026-01-12T07:52:10Z,,,0.0329,,AIS mmsi 425068991
EVT0003-V-527201014,EVT0003,VESSEL,2026-01-11T08:28:45Z,,,0.4979,,AIS mmsi 527201014
EVT0003-V-592609471,EVT0003,VESSEL,2026-01-11T14:06:00Z,,,0.1772,,AIS mmsi 592609471
EVT0003-V-649261623,EVT0003,VESSEL,2026-01-11T10:45:43Z,,,0.2639,,AIS mmsi 649261623
EVT0003-V-425068991,EVT0003,VESSEL,2026-01-10T07:32:16Z,,,0.818,,AIS mmsi 425068991
EVT0003-V-425372509,EVT0003,VESSEL,2026-01-10T05:55:45Z,,,0.416,,AIS mmsi 425372509
EVT0004-V-666296434,EVT0004,VESSEL,2026-01-06T05:40:49Z,,,0.483,,AIS mmsi 666296434
EVT0004-V-387800812,EVT0004,VESSEL,2026-01-06T12:20:49Z,,,0.2131,,AIS mmsi 387800812
EVT0004-V-701271671,EVT0004,VESSEL,2026-01-05T19:56:51Z,,,0.6192,,AIS mmsi 701271671
EVT0004-V-405267985,EVT0004,VESSEL,2026-01-06T13:44:00Z,,,0.7581,,AIS mmsi 405267985
EVT0004-V-741731333,EVT0004,VESSEL,2026-01-05T16:52:47Z,,,0.8501,,AIS mmsi 741731333
EVT0005-V-592609471,EVT0005,VESSEL,2026-01-12T07:21:49Z,,,0.5844,,AIS mmsi 592609471
EVT0005-V-480469227,EVT0005,VESSEL,2026-01-13T03:42:15Z,,,0.371,,AIS mmsi 480469227
EVT0005-V-427951534,EVT0005,VESSEL,2026-01-13T11:26:12Z,,,0.2721,,AIS mmsi 427951534
EVT0005-V-624609674,EVT0005,VESSEL,2026-01-13T11:26:43Z,,,0.5212,,AIS mmsi 624609674
EVT0005-V-425068991,EVT0005,VESSEL,2026-01-11T23:31:12Z,,,0.2398,,AIS mmsi 425068991
EVT0006-V-701271671,EVT0006,VESSEL,2026-01-06T08:33:57Z,,,0.6467,,AIS mmsi 701271671
EVT0006-V-741731333,EVT0006,VESSEL,2026-01-05T18:29:16Z,,,0.8274,,AIS mmsi 741731333
EVT0006-V-405267985,EVT0006,VESSEL,2026-01-06T10:43:17Z,,,0.7994,,AIS mmsi 405267985
EVT0006-V-666296434,EVT0006,VESSEL,2026-01-05T23:28:54Z,,,0.4913,,AIS mmsi 666296434
EVT0006-V-387871080,EVT0006,VESSEL,2026-01-06T04:22:46Z,,,0.4568,,AIS mmsi 387871080
EVT0007-V-427951534,EVT0007,VESSEL,2026-01-13T02:04:44Z,,,0.238,,AIS mmsi 427951534
EVT0007-V-480469227,EVT0007,VESSEL,2026-01-12T16:05:10Z,,,0.3414,,AIS mmsi 480469227
EVT0007-V-592609471,EVT0007,VESSEL,2026-01-12T16:39:28Z,,,0.6097,,AIS mmsi 592609471
EVT0007-V-624609674,EVT0007,VESSEL,2026-01-13T10:44:02Z,,,0.4757,,AIS mmsi 624609674
EVT0007-V-425068991,EVT0007,VESSEL,2026-01-11T22:49:18Z,,,0.2661,,AIS mmsi 425068991
EVT0008-V-425068991,EVT0008,VESSEL,2026-01-11T01:23:39Z,,,0.8706,,AIS mmsi 425068991
EVT0008-V-394390438,EVT0008,VESSEL,2026-01-11T14:10:36Z,,,0.274,,AIS mmsi 394390438
EVT0008-V-649261623,EVT0008,VESSEL,2026-01-11T15:01:20Z,,,0.1734,,AIS mmsi 649261623
EVT0008-V-527201014,EVT0008,VESSEL,2026-01-11T04:25:38Z,,,0.4979,,AIS mmsi 527201014
EVT0008-V-425372509,EVT0008,VESSEL,2026-01-10T06:14:14Z,,,0.5251,,AIS mmsi 425372509
EVT0009-V-387800812,EVT0009,VESSEL,2026-01-06T18:08:14Z,,,0.3123,,AIS mmsi 387800812
EVT0009-V-387871080,EVT0009,VESSEL,2026-01-05T22:11:02Z,,,0.4614,,AIS mmsi 387871080
EVT0009-V-314502909,EVT0009,VESSEL,2026-01-07T02:19:57Z,,,0.2038,,AIS mmsi 314502909
EVT0009-V-741731333,EVT0009,VESSEL,2026-01-06T12:11:30Z,,,0.6325,,AIS mmsi 741731333
EVT0009-V-405267985,EVT0009,VESSEL,2026-01-06T22:28:23Z,,,0.9005,,AIS mmsi 405267985
EVT0010-V-405267985,EVT0010,VESSEL,2026-01-06T10:45:44Z,,,0.8729,,AIS mmsi 405267985
EVT0010-V-666296434,EVT0010,VESSEL,2026-01-06T00:54:58Z,,,0.2998,,AIS mmsi 666296434
EVT0010-V-701271671,EVT0010,VESSEL,2026-01-06T05:11:32Z,,,0.5445,,AIS mmsi 701271671
EVT0010-V-741731333,EVT0010,VESSEL,2026-01-05T20:48:23Z,,,0.4806,,AIS mmsi 741731333
EVT0010-V-387871080,EVT0010,VESSEL,2026-01-06T02:02:42Z,,,0.3619,,AIS mmsi 387871080
EVT0011-V-611252685,EVT0011,VESSEL,2026-01-08T03:22:03Z,,,0.4769,,AIS mmsi 611252685
EVT0011-V-329813634,EVT0011,VESSEL,2026-01-08T09:41:56Z,,,0.2945,,AIS mmsi 329813634
EVT0011-V-554315731,EVT0011,VESSEL,2026-01-07T07:25:45Z,,,0.8676,,AIS mmsi 554315731
EVT0011-V-725796285,EVT0011,VESSEL,2026-01-08T02:16:28Z,,,0.5412,,AIS mmsi 725796285
EVT0011-V-692133145,EVT0011,VESSEL,2026-01-08T05:38:17Z,,,0.1174,,AIS mmsi 692133145
EVT0012-V-624609674,EVT0012,VESSEL,2026-01-12T22:52:33Z,,,0.5088,,AIS mmsi 624609674
EVT0012-V-592609471,EVT0012,VESSEL,2026-01-11T22:47:26Z,,,0.595,,AIS mmsi 592609471
EVT0012-V-480469227,EVT0012,VESSEL,2026-01-13T10:41:11Z,,,0.3414,,AIS mmsi 480469227
EVT0012-V-425068991,EVT0012,VESSEL,2026-01-11T22:45:16Z,,,0.2924,,AIS mmsi 425068991
EVT0012-V-427951534,EVT0012,VESSEL,2026-01-13T10:40:31Z,,,0.2327,,AIS mmsi 427951534
EVT0002-EV-F1F2,EVT0002,EVIDENCE,2026-01-14T03:24:19Z,,,0.827,,F1:EVT0002-OBS000|F2:EVT0002-OBS001
EVT0002-EV-F2F3,EVT0002,EVIDENCE,2026-01-14T03:24:19Z,,,0.827,,"F2:EVT0002-OBS000,EVT0002-OBS001|F3:EVT0002-HBEST"
EVT0002-EV-F3F4-480469227,EVT0002,EVIDENCE,2026-01-12T16:04:39Z,,,0.827,,F3:EVT0002-HBEST|F4:EVT0002-480469227
EVT0002-EV-F3F4-427951534,EVT0002,EVIDENCE,2026-01-12T22:59:25Z,,,0.827,,F3:EVT0002-HBEST|F4:EVT0002-427951534
EVT0002-EV-F3F4-592609471,EVT0002,EVIDENCE,2026-01-12T17:55:34Z,,,0.827,,F3:EVT0002-HBEST|F4:EVT0002-592609471
EVT0002-EV-F3F4-624609674,EVT0002,EVIDENCE,2026-01-13T19:47:25Z,,,0.827,,F3:EVT0002-HBEST|F4:EVT0002-624609674
EVT0002-EV-F3F4-425068991,EVT0002,EVIDENCE,2026-01-12T07:52:10Z,,,0.827,,F3:EVT0002-HBEST|F4:EVT0002-425068991
EVT0003-EV-F1F2,EVT0003,EVIDENCE,2026-01-12T04:39:18Z,,,0.8534,,F1:EVT0003-OBS000|F2:EVT0003-OBS001
EVT0003-EV-F2F3,EVT0003,EVIDENCE,2026-01-12T04:39:18Z,,,0.8534,,"F2:EVT0003-OBS000,EVT0003-OBS001|F3:EVT0003-HBEST"
EVT0003-EV-F3F4-527201014,EVT0003,EVIDENCE,2026-01-11T08:28:45Z,,,0.8534,,F3:EVT0003-HBEST|F4:EVT0003-527201014
EVT0003-EV-F3F4-592609471,EVT0003,EVIDENCE,2026-01-11T14:06:00Z,,,0.8534,,F3:EVT0003-HBEST|F4:EVT0003-592609471
EVT0003-EV-F3F4-649261623,EVT0003,EVIDENCE,2026-01-11T10:45:43Z,,,0.8534,,F3:EVT0003-HBEST|F4:EVT0003-649261623
EVT0003-EV-F3F4-425068991,EVT0003,EVIDENCE,2026-01-10T07:32:16Z,,,0.8534,,F3:EVT0003-HBEST|F4:EVT0003-425068991
EVT0003-EV-F3F4-425372509,EVT0003,EVIDENCE,2026-01-10T05:55:45Z,,,0.8534,,F3:EVT0003-HBEST|F4:EVT0003-425372509
EVT0004-EV-F1F2,EVT0004,EVIDENCE,2026-01-07T11:51:13Z,,,0.99,,F1:EVT0004-OBS000|F2:EVT0004-OBS001
EVT0004-EV-F2F3,EVT0004,EVIDENCE,2026-01-07T11:51:13Z,,,0.99,,"F2:EVT0004-OBS000,EVT0004-OBS001|F3:EVT0004-HBEST"
EVT0004-EV-F3F4-666296434,EVT0004,EVIDENCE,2026-01-06T05:40:49Z,,,0.99,,F3:EVT0004-HBEST|F4:EVT0004-666296434
EVT0004-EV-F3F4-387800812,EVT0004,EVIDENCE,2026-01-06T12:20:49Z,,,0.99,,F3:EVT0004-HBEST|F4:EVT0004-387800812
EVT0004-EV-F3F4-701271671,EVT0004,EVIDENCE,2026-01-05T19:56:51Z,,,0.99,,F3:EVT0004-HBEST|F4:EVT0004-701271671
EVT0004-EV-F3F4-405267985,EVT0004,EVIDENCE,2026-01-06T13:44:00Z,,,0.99,,F3:EVT0004-HBEST|F4:EVT0004-405267985
EVT0004-EV-F3F4-741731333,EVT0004,EVIDENCE,2026-01-05T16:52:47Z,,,0.99,,F3:EVT0004-HBEST|F4:EVT0004-741731333
EVT0005-EV-F1F2,EVT0005,EVIDENCE,2026-01-13T20:00:25Z,,,0.8864,,F1:EVT0005-OBS000|F2:EVT0005-OBS001
EVT0005-EV-F2F3,EVT0005,EVIDENCE,2026-01-13T20:00:25Z,,,0.8864,,"F2:EVT0005-OBS000,EVT0005-OBS001|F3:EVT0005-HBEST"
EVT0005-EV-F3F4-592609471,EVT0005,EVIDENCE,2026-01-12T07:21:49Z,,,0.8864,,F3:EVT0005-HBEST|F4:EVT0005-592609471
EVT0005-EV-F3F4-480469227,EVT0005,EVIDENCE,2026-01-13T03:42:15Z,,,0.8864,,F3:EVT0005-HBEST|F4:EVT0005-480469227
EVT0005-EV-F3F4-427951534,EVT0005,EVIDENCE,2026-01-13T11:26:12Z,,,0.8864,,F3:EVT0005-HBEST|F4:EVT0005-427951534
EVT0005-EV-F3F4-624609674,EVT0005,EVIDENCE,2026-01-13T11:26:43Z,,,0.8864,,F3:EVT0005-HBEST|F4:EVT0005-624609674
EVT0005-EV-F3F4-425068991,EVT0005,EVIDENCE,2026-01-11T23:31:12Z,,,0.8864,,F3:EVT0005-HBEST|F4:EVT0005-425068991
EVT0006-EV-F1F2,EVT0006,EVIDENCE,2026-01-07T11:14:04Z,,,0.9567,,F1:EVT0006-OBS000|F2:EVT0006-OBS001
EVT0006-EV-F2F3,EVT0006,EVIDENCE,2026-01-07T11:14:04Z,,,0.9567,,"F2:EVT0006-OBS000,EVT0006-OBS001|F3:EVT0006-HBEST"
EVT0006-EV-F3F4-701271671,EVT0006,EVIDENCE,2026-01-06T08:33:57Z,,,0.9567,,F3:EVT0006-HBEST|F4:EVT0006-701271671
EVT0006-EV-F3F4-741731333,EVT0006,EVIDENCE,2026-01-05T18:29:16Z,,,0.9567,,F3:EVT0006-HBEST|F4:EVT0006-741731333
EVT0006-EV-F3F4-405267985,EVT0006,EVIDENCE,2026-01-06T10:43:17Z,,,0.9567,,F3:EVT0006-HBEST|F4:EVT0006-405267985
EVT0006-EV-F3F4-666296434,EVT0006,EVIDENCE,2026-01-05T23:28:54Z,,,0.9567,,F3:EVT0006-HBEST|F4:EVT0006-666296434
EVT0006-EV-F3F4-387871080,EVT0006,EVIDENCE,2026-01-06T04:22:46Z,,,0.9567,,F3:EVT0006-HBEST|F4:EVT0006-387871080
EVT0007-EV-F1F2,EVT0007,EVIDENCE,2026-01-14T02:37:20Z,,,0.8832,,F1:EVT0007-OBS000|F2:EVT0007-OBS001
EVT0007-EV-F2F3,EVT0007,EVIDENCE,2026-01-14T02:37:20Z,,,0.8832,,"F2:EVT0007-OBS000,EVT0007-OBS001|F3:EVT0007-HBEST"
EVT0007-EV-F3F4-427951534,EVT0007,EVIDENCE,2026-01-13T02:04:44Z,,,0.8832,,F3:EVT0007-HBEST|F4:EVT0007-427951534
EVT0007-EV-F3F4-480469227,EVT0007,EVIDENCE,2026-01-12T16:05:10Z,,,0.8832,,F3:EVT0007-HBEST|F4:EVT0007-480469227
EVT0007-EV-F3F4-592609471,EVT0007,EVIDENCE,2026-01-12T16:39:28Z,,,0.8832,,F3:EVT0007-HBEST|F4:EVT0007-592609471
EVT0007-EV-F3F4-624609674,EVT0007,EVIDENCE,2026-01-13T10:44:02Z,,,0.8832,,F3:EVT0007-HBEST|F4:EVT0007-624609674
EVT0007-EV-F3F4-425068991,EVT0007,EVIDENCE,2026-01-11T22:49:18Z,,,0.8832,,F3:EVT0007-HBEST|F4:EVT0007-425068991
EVT0008-EV-F1F2,EVT0008,EVIDENCE,2026-01-12T03:40:53Z,,,0.9473,,F1:EVT0008-OBS000|F2:EVT0008-OBS001
EVT0008-EV-F2F3,EVT0008,EVIDENCE,2026-01-12T03:40:53Z,,,0.9473,,"F2:EVT0008-OBS000,EVT0008-OBS001|F3:EVT0008-HBEST"
EVT0008-EV-F3F4-425068991,EVT0008,EVIDENCE,2026-01-11T01:23:39Z,,,0.9473,,F3:EVT0008-HBEST|F4:EVT0008-425068991
EVT0008-EV-F3F4-394390438,EVT0008,EVIDENCE,2026-01-11T14:10:36Z,,,0.9473,,F3:EVT0008-HBEST|F4:EVT0008-394390438
EVT0008-EV-F3F4-649261623,EVT0008,EVIDENCE,2026-01-11T15:01:20Z,,,0.9473,,F3:EVT0008-HBEST|F4:EVT0008-649261623
EVT0008-EV-F3F4-527201014,EVT0008,EVIDENCE,2026-01-11T04:25:38Z,,,0.9473,,F3:EVT0008-HBEST|F4:EVT0008-527201014
EVT0008-EV-F3F4-425372509,EVT0008,EVIDENCE,2026-01-10T06:14:14Z,,,0.9473,,F3:EVT0008-HBEST|F4:EVT0008-425372509
EVT0009-EV-F1F2,EVT0009,EVIDENCE,2026-01-07T15:58:32Z,,,0.8952,,F1:EVT0009-OBS000|F2:EVT0009-OBS001
EVT0009-EV-F2F3,EVT0009,EVIDENCE,2026-01-07T15:58:32Z,,,0.8952,,"F2:EVT0009-OBS000,EVT0009-OBS001|F3:EVT0009-HBEST"
EVT0009-EV-F3F4-387800812,EVT0009,EVIDENCE,2026-01-06T18:08:14Z,,,0.8952,,F3:EVT0009-HBEST|F4:EVT0009-387800812
EVT0009-EV-F3F4-387871080,EVT0009,EVIDENCE,2026-01-05T22:11:02Z,,,0.8952,,F3:EVT0009-HBEST|F4:EVT0009-387871080
EVT0009-EV-F3F4-314502909,EVT0009,EVIDENCE,2026-01-07T02:19:57Z,,,0.8952,,F3:EVT0009-HBEST|F4:EVT0009-314502909
EVT0009-EV-F3F4-741731333,EVT0009,EVIDENCE,2026-01-06T12:11:30Z,,,0.8952,,F3:EVT0009-HBEST|F4:EVT0009-741731333
EVT0009-EV-F3F4-405267985,EVT0009,EVIDENCE,2026-01-06T22:28:23Z,,,0.8952,,F3:EVT0009-HBEST|F4:EVT0009-405267985
EVT0010-EV-F1F2,EVT0010,EVIDENCE,2026-01-07T20:51:16Z,,,0.967,,F1:EVT0010-OBS000|F2:EVT0010-OBS001
EVT0010-EV-F2F3,EVT0010,EVIDENCE,2026-01-07T20:51:16Z,,,0.967,,"F2:EVT0010-OBS000,EVT0010-OBS001|F3:EVT0010-HBEST"
EVT0010-EV-F3F4-405267985,EVT0010,EVIDENCE,2026-01-06T10:45:44Z,,,0.967,,F3:EVT0010-HBEST|F4:EVT0010-405267985
EVT0010-EV-F3F4-666296434,EVT0010,EVIDENCE,2026-01-06T00:54:58Z,,,0.967,,F3:EVT0010-HBEST|F4:EVT0010-666296434
EVT0010-EV-F3F4-701271671,EVT0010,EVIDENCE,2026-01-06T05:11:32Z,,,0.967,,F3:EVT0010-HBEST|F4:EVT0010-701271671
EVT0010-EV-F3F4-741731333,EVT0010,EVIDENCE,2026-01-05T20:48:23Z,,,0.967,,F3:EVT0010-HBEST|F4:EVT0010-741731333
EVT0010-EV-F3F4-387871080,EVT0010,EVIDENCE,2026-01-06T02:02:42Z,,,0.967,,F3:EVT0010-HBEST|F4:EVT0010-387871080
EVT0011-EV-F1F2,EVT0011,EVIDENCE,2026-01-09T02:49:40Z,,,0.9548,,F1:EVT0011-OBS000|F2:EVT0011-OBS001
EVT0011-EV-F2F3,EVT0011,EVIDENCE,2026-01-09T02:49:40Z,,,0.9548,,"F2:EVT0011-OBS000,EVT0011-OBS001|F3:EVT0011-HBEST"
EVT0011-EV-F3F4-611252685,EVT0011,EVIDENCE,2026-01-08T03:22:03Z,,,0.9548,,F3:EVT0011-HBEST|F4:EVT0011-611252685
EVT0011-EV-F3F4-329813634,EVT0011,EVIDENCE,2026-01-08T09:41:56Z,,,0.9548,,F3:EVT0011-HBEST|F4:EVT0011-329813634
EVT0011-EV-F3F4-554315731,EVT0011,EVIDENCE,2026-01-07T07:25:45Z,,,0.9548,,F3:EVT0011-HBEST|F4:EVT0011-554315731
EVT0011-EV-F3F4-725796285,EVT0011,EVIDENCE,2026-01-08T02:16:28Z,,,0.9548,,F3:EVT0011-HBEST|F4:EVT0011-725796285
EVT0011-EV-F3F4-692133145,EVT0011,EVIDENCE,2026-01-08T05:38:17Z,,,0.9548,,F3:EVT0011-HBEST|F4:EVT0011-692133145
EVT0012-EV-F1F2,EVT0012,EVIDENCE,2026-01-14T02:09:38Z,,,0.9424,,F1:EVT0012-OBS000|F2:EVT0012-OBS001
EVT0012-EV-F2F3,EVT0012,EVIDENCE,2026-01-14T02:09:38Z,,,0.9424,,"F2:EVT0012-OBS000,EVT0012-OBS001|F3:EVT0012-HBEST"
EVT0012-EV-F3F4-624609674,EVT0012,EVIDENCE,2026-01-12T22:52:33Z,,,0.9424,,F3:EVT0012-HBEST|F4:EVT0012-624609674
EVT0012-EV-F3F4-592609471,EVT0012,EVIDENCE,2026-01-11T22:47:26Z,,,0.9424,,F3:EVT0012-HBEST|F4:EVT0012-592609471
EVT0012-EV-F3F4-480469227,EVT0012,EVIDENCE,2026-01-13T10:41:11Z,,,0.9424,,F3:EVT0012-HBEST|F4:EVT0012-480469227
EVT0012-EV-F3F4-425068991,EVT0012,EVIDENCE,2026-01-11T22:45:16Z,,,0.9424,,F3:EVT0012-HBEST|F4:EVT0012-425068991
EVT0012-EV-F3F4-427951534,EVT0012,EVIDENCE,2026-01-13T10:40:31Z,,,0.9424,,F3:EVT0012-HBEST|F4:EVT0012-427951534
EVT0002-FC02-H12,EVT0002,FORECAST,2026-01-16T02:36:21Z,38.52115,18.445054,0.7584,2.2723,init:EVT0002-OBS003
EVT0002-FC02-H24,EVT0002,FORECAST,2026-01-16T14:36:21Z,38.536359,18.452193,0.6384,2.9821,init:EVT0002-OBS003
EVT0002-FC02-H48,EVT0002,FORECAST,2026-01-17T14:36:21Z,38.724753,18.54789,0.4764,3.6229,init:EVT0002-OBS003
EVT0002-FC02-H72,EVT0002,FORECAST,2026-01-18T14:36:21Z,38.88481,18.6161,0.2495,9.577,init:EVT0002-OBS003
EVT0003-FC02-H12,EVT0003,FORECAST,2026-01-13T10:10:05Z,36.319701,19.205473,0.7656,2.1309,init:EVT0003-OBS002
EVT0003-FC02-H24,EVT0003,FORECAST,2026-01-13T22:10:05Z,36.455156,19.34778,0.634,3.0856,init:EVT0003-OBS002
EVT0003-FC02-H48,EVT0003,FORECAST,2026-01-14T22:10:05Z,36.763027,19.352129,0.4389,4.8515,init:EVT0003-OBS002
EVT0003-FC02-H72,EVT0003,FORECAST,2026-01-15T22:10:05Z,36.994703,19.237512,0.2959,7.0146,init:EVT0003-OBS002
EVT0004-FC02-H12,EVT0004,FORECAST,2026-01-08T18:44:48Z,37.762759,22.30861,0.7947,1.5712,init:EVT0004-OBS002
EVT0004-FC02-H24,EVT0004,FORECAST,2026-01-09T06:44:48Z,37.976943,22.355484,0.6743,2.1622,init:EVT0004-OBS002
EVT0004-FC02-H48,EVT0004,FORECAST,2026-01-10T06:44:48Z,38.192299,22.292131,0.4197,5.5227,init:EVT0004-OBS002
EVT0004-FC02-H72,EVT0004,FORECAST,2026-01-11T06:44:48Z,38.436892,22.233638,0.2909,7.2693,init:EVT0004-OBS002
EVT0005-FC02-H12,EVT0005,FORECAST,2026-01-15T02:12:40Z,37.74862,19.895633,0.7401,2.6401,init:EVT0005-OBS002
EVT0005-FC02-H24,EVT0005,FORECAST,2026-01-15T14:12:40Z,37.839129,19.867393,0.5993,3.9306,init:EVT0005-OBS002
EVT0005-FC02-H48,EVT0005,FORECAST,2026-01-16T14:12:40Z,38.076456,19.804053,0.447,4.5792,init:EVT0005-OBS002
EVT0005-FC02-H72,EVT0005,FORECAST,2026-01-17T14:12:40Z,38.203564,19.700765,0.3239,5.6595,init:EVT0005-OBS002
EVT0006-FC02-H12,EVT0006,FORECAST,2026-01-08T16:39:11Z,36.291937,22.1298,0.7458,2.5247,init:EVT0006-OBS002
EVT0006-FC02-H24,EVT0006,FORECAST,2026-01-09T04:39:11Z,36.374318,22.189771,0.6171,3.4906,init:EVT0006-OBS002
EVT0006-FC02-H48,EVT0006,FORECAST,2026-01-10T04:39:11Z,36.680264,22.308744,0.4572,4.24,init:EVT0006-OBS002
EVT0006-FC02-H72,EVT0006,FORECAST,2026-01-11T04:39:11Z,36.927858,22.212881,0.2748,8.1273,init:EVT0006-OBS002
EVT0007-FC02-H12,EVT0007,FORECAST,2026-01-15T11:34:26Z,38.265592,18.091556,0.7183,3.0875,init:EVT0007-OBS002
EVT0007-FC02-H24,EVT0007,FORECAST,2026-01-15T23:34:26Z,38.305711,18.070826,0.5352,5.6261,init:EVT0007-OBS002
EVT0007-FC02-H48,EVT0007,FORECAST,2026-01-16T23:34:26Z,38.37618,18.161816,0.3886,6.6776,init:EVT0007-OBS002
EVT0007-FC02-H72,EVT0007,FORECAST,2026-01-17T23:34:26Z,38.586117,18.232912,0.2837,7.6496,init:EVT0007-OBS002
EVT0008-FC02-H12,EVT0008,FORECAST,2026-01-13T09:10:16Z,37.380533,19.897261,0.7638,2.1669,init:EVT0008-OBS002
